title,region,startYear,runtimeMinutes,genres,averageRating,numVotes,tconst,nconst,category,pname,byear,kftitles,Thriller,History,Comedy,Romance,Western,Sci-Fi,News,Family,Drama,Musical,Biography,Adventure,Horror,War,Animation,Action,Sport,Music,Documentary,Crime,Mystery,Fantasy,region_num,nconst_num,category_num
L'histoire de Pixar,FR,2007.0,88.0,Documentary,7.7,6598,tt1059955,nm0412649,director,Leslie Iwerks,1970,"tt9770098,tt5475294,tt9331982,tt11131032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6962,1
06-02-08,FR,2008.0,85.0,"Action,Horror,Sci-Fi",7.0,391683,tt1060277,nm0716257,director,Matt Reeves,1966,"tt1877830,tt3450958,tt1228987,tt2103281",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6963,1
One Night in Miami,FR,2020.0,114.0,Drama,7.1,31138,tt10612922,nm0005093,director,Regina King,1971,"tt0350258,tt10696784,tt0385307,tt7125860",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012,1
Mank,FR,2020.0,131.0,"Biography,Comedy,Drama",6.8,71074,tt10618286,nm0000198,actor,Gary Oldman,1958,"tt0468569,tt4555426,tt1340800,tt0103874",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,797,2
#Alive,FR,2020.0,98.0,"Action,Drama,Horror",6.3,36817,tt10620868,nm2339975,actress,Park Shin-Hye,1990,"tt10530176,tt2659414,tt4201628,tt3243098",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6950,0
Minari,FR,2020.0,115.0,Drama,7.5,73766,tt10633456,nm10910136,actor,Alan S. Kim,2012,"tt10633456,tt8494614,tt5868956",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6971,2
La vague,FR,2008.0,107.0,"Drama,Thriller",7.6,107861,tt1063669,nm1035643,actor,Frederick Lau,1989,"tt4226388,tt1063669,tt3044650,tt5754602",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6974,2
Bienvenue chez les Ch'tis,FR,2008.0,106.0,"Comedy,Romance",7.1,41667,tt1064932,nm0200702,actor,Dany Boon,1966,"tt5736696,tt0424205,tt1064932,tt1149361",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6979,2
Boyhood,FR,2014.0,165.0,Drama,7.9,349906,tt1065073,nm0000500,director,Richard Linklater,1960,"tt0405296,tt1065073,tt2209418,tt0243017",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,1
Halloween Kills,FR,2021.0,105.0,"Horror,Thriller",5.6,69993,tt10665338,nm0000130,actress,Jamie Lee Curtis,1958,"tt1502407,tt0086465,tt0120694,tt0111503",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1126,0
Le drôle de Noël de Scrooge,FR,2009.0,96.0,"Adventure,Animation,Comedy",6.8,112872,tt1067106,nm0000120,actor,Jim Carrey,1962,"tt0109040,tt0315327,tt0338013,tt0110475",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1350,2
De l'eau pour les éléphants,FR,2011.0,122.0,"Drama,Romance",6.9,115534,tt1067583,nm0773973,actor,Paul Schneider,1976,"tt0368709,tt0810784,tt0805564,tt0299458",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6380,2
À tous les garçons : Pour toujours et à jamais,FR,2021.0,109.0,"Comedy,Drama,Romance",6.3,23910,tt10676012,nm0663546,actress,Janel Parrish,1988,"tt1578873,tt7413448,tt3846674,tt7284202",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6368,0
Des vacances de Princesse: Bienvenue à Monte-Carlo,FR,2011.0,109.0,"Adventure,Comedy,Family",5.8,44252,tt1067774,nm1719342,actor,Cory Monteith,1982,"tt2295564,tt0435670,tt1327801,tt1067774",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6988,2
Hubie Halloween,FR,2020.0,103.0,"Comedy,Mystery",5.2,47466,tt10682266,nm0109359,director,Steven Brill,1962,"tt0185431,tt0110006,tt0104868,tt9036126",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2388,1
Footloose,FR,2011.0,113.0,"Comedy,Drama,Music",5.8,48569,tt1068242,nm0000598,actor,Dennis Quaid,1954,"tt0385267,tt0186151,tt0297884,tt0319262",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,379,2
Between the Walls,FR,2008.0,128.0,Drama,7.5,35185,tt1068646,nm0134559,director,Laurent Cantet,1961,"tt1068646,tt3480158,tt6444838,tt0220726",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6992,1
Il y a longtemps que je t'aime,FR,2008.0,117.0,Drama,7.6,20271,tt1068649,nm0344932,actor,Laurent Grévill,1961,"tt0190568,tt0281820,tt0101354,tt0094828",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6994,2
Yes Man,FR,2008.0,104.0,"Comedy,Romance",6.8,354920,tt1068680,nm0177896,actor,Bradley Cooper,1975,"tt1517451,tt1800241,tt1045658,tt2179136",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5755,2
In the Name of God,US,2007.0,168.0,Drama,8.4,9302,tt1068956,nm0787030,actor,Shaan Shahid,1971,"tt1068956,tt5698284,tt0338263,tt1821700",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6998,2
Departures,FR,2008.0,130.0,"Drama,Music",8.0,51505,tt1069238,nm0945734,actor,Tsutomu Yamazaki,1936,"tt0057565,tt0080979,tt1477109,tt1069238",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,805,2
The Harder They Fall,FR,2021.0,139.0,"Action,Drama,Western",6.6,56547,tt10696784,nm5939164,actress,Zazie Beetz,1991,"tt10451852,tt7286456,tt4288182,tt5463162",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7004,0
Stillwater,FR,2021.0,139.0,"Crime,Drama,Thriller",6.6,35909,tt10696896,nm0565336,director,Tom McCarthy,1966,"tt0340377,tt1606392,tt1895587,tt0857191",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4920,1
Bachchan Pandey,FR,2022.0,147.0,"Action,Comedy,Crime",7.8,28849,tt10699086,nm3070408,actor,Prateik Babbar,1986,"tt0473367,tt1433810,tt2215163,tt1618430",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7010,2
National Theatre Live: Fleabag,ES,2019.0,80.0,Comedy,8.3,2216,tt10702760,nm3564817,actress,Phoebe Waller-Bridge,1985,"tt3778644,tt7016936,tt2382320,tt5687612",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7012,0
L'affaire collective,FR,2019.0,109.0,"Crime,Documentary",8.1,11704,tt10706602,nm1681049,director,Alexander Nanau,1979,"tt10706602,tt1683890,tt1110271,tt2234537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7013,1
Les Sept de Chicago,FR,2020.0,129.0,"Drama,History,Thriller",7.7,169897,tt1070874,nm0056187,actor,Sacha Baron Cohen,1971,"tt13143964,tt1707386,tt0443453,tt3381008",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480,2
Eftihia,DE,2019.0,123.0,"Biography,Drama,Music",8.1,4089,tt10710246,nm0438689,actress,Karyofyllia Karabeti,1957,"tt1000779,tt0245013,tt10710246,tt0159420",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,15,7017,0
Ink,CA,2009.0,107.0,"Action,Drama,Fantasy",6.8,21631,tt1071804,nm2727304,actress,Quinn Hunchar,1999,"tt3007958,tt1570411,tt1071804,tt1723617",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,7018,0
Ghost Rider: L'Esprit de vengeance,FR,2011.0,96.0,"Action,Fantasy,Thriller",4.3,117657,tt1071875,nm0004410,director,Mark Neveldine,1973,"tt0964539,tt0479884,tt1121931,tt1034032",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6144,1
La Malédiction Winchester,FR,2018.0,99.0,"Drama,Fantasy,Horror",5.4,33537,tt1072748,nm0000545,actress,Helen Mirren,1945,"tt1245526,tt0975645,tt0280707,tt0436697",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,38,0
The Descent 2,FR,2009.0,94.0,"Adventure,Horror,Thriller",5.7,46841,tt1073105,nm0531933,actress,Shauna Macdonald,1981,"tt0435625,tt0490181,tt1073105,tt1450321",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5795,0
Sweet Girl,FR,2021.0,110.0,"Action,Drama,Thriller",5.5,30284,tt10731768,nm5245722,actress,Adria Arjona,1992,"tt3579018,tt2356777,tt2557478,tt5619332",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7025,0
Détective Conan : Décompte aux cieux,FR,2001.0,100.0,"Action,Animation,Crime",7.6,2291,tt1073223,nm0436776,actor,Akira Kamiya,1946,"tt0142371,tt0131179,tt0110008,tt0091211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7028,2
Le prix du silence,FR,2008.0,108.0,"Crime,Drama",7.2,37906,tt1073241,nm0527109,director,Rod Lurie,1962,"tt1073241,tt3833480,tt0208874,tt0999913",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3890,1
Gehraiyaan,FR,2022.0,148.0,"Drama,Romance",6.6,40788,tt10733228,nm9203528,actress,Ananya Pandey,1998,"tt4435072,tt10733228,tt7255568,tt9680136",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7029,0
Orgie Movie,FR,2008.0,87.0,"Comedy,Fantasy",2.8,107331,tt1073498,nm0783536,director,Aaron Seltzer,1974,"tt1213644,tt1073498,tt0799949,tt0466342",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6061,1
Skyfall,FR,2012.0,143.0,"Action,Adventure,Thriller",7.8,682761,tt1074638,nm0365140,actress,Naomie Harris,1976,"tt0289043,tt4975722,tt4682786,tt1074638",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4515,0
Love Hard,FR,2021.0,104.0,"Comedy,Romance",6.3,48296,tt10752004,nm0756839,actor,James Saito,1955,"tt0892535,tt8543390,tt7374948,tt0100758",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7032,2
La montagne ensorcelée,FR,2009.0,98.0,"Action,Adventure,Family",5.7,59164,tt1075417,nm1573253,actor,Alexander Ludwig,1992,"tt2306299,tt1091191,tt1392170,tt1502397",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7035,2
Jonah Hex,FR,2010.0,81.0,"Action,Drama,Fantasy",4.7,58579,tt1075747,nm0000518,actor,John Malkovich,1953,"tt0107206,tt0120601,tt0887883,tt0094947",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,161,2
Metallica & San Francisco Symphony: S&M2,FR,2019.0,150.0,Music,8.6,1430,tt10765852,nm0410864,director,Wayne Isham,1958,"tt10765852,tt0960732,tt0097181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7036,1
Gintama: The Final,FR,2021.0,104.0,"Action,Animation,Comedy",8.6,2060,tt10766468,nm1364905,actor,Greg Ayres,1968,"tt1909447,tt1974262,tt1528567,tt0111056",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7037,2
Fatteshikast,US,2019.0,153.0,"Action,Drama,History",8.9,1057,tt10767976,nm0474604,actress,Mrinal Kulkarni,1971,"tt3360350,tt3175266,tt16227346,tt3903480",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7043,0
Johnny Gaddaar,US,2007.0,135.0,"Crime,Drama,Mystery",7.9,12293,tt1077248,nm1778703,actor,Neil Nitin Mukesh,1982,"tt1328634,tt3801314,tt1077248,tt3595298",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,7045,2
Planète terreur,FR,2007.0,105.0,"Action,Comedy,Fantasy",7.1,208326,tt1077258,nm0005420,actress,Marley Shelton,1974,"tt0151738,tt1077258,tt1028528,tt0258470",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4087,0
Dark Shadows,FR,2012.0,113.0,"Comedy,Fantasy,Horror",6.2,261954,tt1077368,nm0000201,actress,Michelle Pfeiffer,1958,"tt0427327,tt0117247,tt0161081,tt0097322",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,419,0
Boy A,FR,2007.0,102.0,Drama,7.6,37608,tt1078188,nm0611932,actor,Peter Mullan,1959,"tt1204340,tt1568911,tt0318411,tt0206634",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4766,2
Ma vie pour la tienne,FR,2009.0,109.0,"Drama,Family",7.3,92853,tt1078588,nm1063878,actor,Walter Raney,1941,"tt1078588,tt0070350,tt0205688,tt0119517",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7050,2
La Nuit au musée 2,FR,2009.0,105.0,"Adventure,Comedy,Family",6.0,191774,tt1078912,nm0010736,actress,Amy Adams,1974,"tt0461770,tt1800241,tt2543164,tt0964517",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4869,0
Thérapie de couples,FR,2009.0,113.0,Comedy,5.5,107328,tt1078940,nm0082526,director,Peter Billingsley,1971,"tt0369436,tt6320628,tt0371746,tt0085334",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7051,1
L'Âge de glace 3 : Le Temps des dinosaures,FR,2009.0,94.0,"Adventure,Animation,Comedy",6.9,239900,tt1080016,nm0001459,actor,Denis Leary,1957,"tt0948470,tt0268380,tt0155267,tt0381798",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2456,2
The Kashmir Files,FR,2022.0,170.0,Drama,8.3,541706,tt10811166,nm0451600,actor,Anupam Kher,1955,"tt0466460,tt0088031,tt5461944,tt6986710",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,2
Fighting,FR,2009.0,105.0,"Action,Crime,Drama",5.5,33035,tt1082601,nm0005024,actor,Terrence Howard,1969,"tt0410097,tt0375679,tt0371746,tt0430105",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3930,2
L'expérience Belko,FR,2016.0,89.0,"Horror,Thriller",6.1,49686,tt1082807,nm0302330,actor,John Gallagher Jr.,1984,"tt2370248,tt1179933,tt5022702,tt5774060",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7056,2
En quarantaine,FR,2008.0,89.0,"Horror,Sci-Fi,Thriller",5.9,73043,tt1082868,nm0004996,actor,Steve Harris,1965,"tt0422093,tt6133466,tt0117500,tt0118437",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7057,2
La loose,FR,2008.0,99.0,"Comedy,Drama,Romance",6.9,30587,tt1082886,nm0000463,actress,Famke Janssen,1964,"tt0376994,tt0120903,tt0113189,tt0185371",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589,0
Eddie the Eagle,FR,2015.0,106.0,"Biography,Comedy,Drama",7.3,91847,tt1083452,nm0002077,director,Dexter Fletcher,1966,"tt1083452,tt1727824,tt2066051,tt2481198",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3236,1
"Sea, sex and fun",FR,2009.0,90.0,"Comedy,Sport",6.1,43860,tt1083456,nm0194900,actor,Nicholas D'Agosto,1980,"tt2137109,tt3749900,tt1083456,tt5511512",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7061,2
Gumnaami,GB,2019.0,142.0,"Action,Drama,History",7.8,2281,tt10834986,nm0154146,actor,Prasenjit Chatterjee,1962,"tt2072227,tt2075108,tt10834986,tt3148268",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,7063,2
Matrix Resurrections,FR,2021.0,148.0,"Action,Sci-Fi",5.7,215806,tt10838180,nm0005251,actress,Carrie-Anne Moss,1967,"tt0457572,tt0209144,tt0242653,tt0133093",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3392,0
Rachel se marie,FR,2008.0,113.0,"Drama,Romance",6.7,49002,tt1084950,nm0001129,director,Jonathan Demme,1944,"tt0368008,tt0102926,tt0107818,tt1084950",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1
Wanted,GB,2009.0,147.0,"Action,Crime,Thriller",6.6,23960,tt1084972,nm0620636,actor,Govind Namdeo,1954,"tt0195231,tt10888594,tt0200087,tt1077248",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,7069,2
The Hole,FR,2009.0,92.0,"Fantasy,Thriller",5.7,23303,tt1085779,nm0001102,director,Joe Dante,1946,"tt0122718,tt0087363,tt0082533,tt0093260",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130,1
Bill & Ted Face the Music,FR,2020.0,91.0,"Adventure,Comedy,Music",5.9,44218,tt1086064,nm1102891,actress,Kristen Schaal,1978,"tt1985966,tt0477051,tt1204342,tt1865718",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7073,0
Famille recomposée,FR,2014.0,117.0,"Comedy,Romance",6.5,129561,tt1086772,nm0001191,actor,Adam Sandler,1966,"tt0120484,tt0120888,tt0142342,tt0185431",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,2
Spider-Man: No Way Home,FR,2021.0,148.0,"Action,Adventure,Fantasy",8.5,583817,tt10872600,nm4043618,actor,Tom Holland,1996,"tt3498820,tt1649419,tt6320628,tt2250912",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,7077,2
Still Walking,FR,2008.0,115.0,Drama,7.9,15886,tt1087578,nm0847146,actor,Kazuya Takahashi,1969,"tt0368855,tt0323825,tt0113922,tt5294966",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7081,2
Un Soleil,FR,2019.0,156.0,"Crime,Drama",7.6,7764,tt10883506,nm5293539,actor,Chien-Ho Wu,1993,"tt4636206,tt1813893,tt5338692,tt10883506",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7084,2
365 jours,FR,2020.0,114.0,"Drama,Romance",3.4,75514,tt10886166,nm1705578,director,Barbara Bialowas,1978,"tt2226301,tt10886166,tt13685890,tt1388440",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7089,1
Radhe,FR,2021.0,135.0,"Action,Crime,Thriller",2.3,176302,tt10888594,nm0006763,actor,Jackie Shroff,1957,"tt0238936,tt0248185,tt0109010,tt0102636",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2984,2
Ракета Рашми,RU,2021.0,129.0,"Drama,Sport",8.0,10308,tt10895556,nm3966456,actress,Taapsee Pannu,1987,"tt11027830,tt5571734,tt8130968,tt10964430",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,7095,0
Du sang et des larmes,FR,2013.0,121.0,"Action,Biography,Drama",7.5,281872,tt1091191,nm0000242,actor,Mark Wahlberg,1971,"tt0964517,tt0118749,tt0407887,tt1637725",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2804,2
Adventureland - Job d'été à éviter,FR,2009.0,107.0,"Comedy,Drama,Romance",6.8,159043,tt1091722,nm0609549,director,Greg Mottola,1964,"tt0116041,tt0829482,tt1082583,tt1091722",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3172,1
Love Mocktail,GB,2020.0,153.0,"Drama,Romance",8.3,3702,tt10919132,nm11142564,actress,Amrutha Iyengar,1996,"tt10919132,tt11143196,tt11306926,tt12593572",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7098,0
Malik,CA,2021.0,162.0,"Action,Biography,Drama",8.2,12129,tt10919240,nm1335704,actor,Fahadh Faasil,1982,"tt3668162,tt5906392,tt9389998,tt3198468",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,7099,2
Freaky,FR,2020.0,102.0,"Comedy,Horror,Thriller",6.3,53160,tt10919380,nm9305936,actress,Celeste O'Connor,1998,"tt4513678,tt6119856,tt8759834,tt10919380",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7100,0
Heavy metal w Bagdadzie,PL,2007.0,84.0,"Documentary,Music,War",7.6,1133,tt1092007,nm2450477,director,Eddy Moretti,1971,"tt1092007,tt8359848,tt4334266,tt2782710",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,19,7103,1
Paul,FR,2011.0,104.0,"Adventure,Comedy,Sci-Fi",6.9,248831,tt1092026,nm0296545,actor,Nick Frost,1972,"tt0365748,tt1092026,tt1213663,tt1478964",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5097,2
"The Goods: Live Hard, Sell Hard",CA,2009.0,89.0,Comedy,5.7,21505,tt1092633,nm0005315,actor,Jeremy Piven,1965,"tt0387199,tt0240890,tt0098258,tt0119229",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3960,2
The Darkest Hour - En 3D,FR,2011.0,89.0,"Action,Adventure,Horror",4.9,60879,tt1093357,nm0329755,director,Chris Gorak,1969,"tt0181689,tt0243133,tt1093357,tt0458367",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7105,1
Jab We Met,CA,2007.0,138.0,"Comedy,Drama,Romance",7.9,51791,tt1093370,nm1372788,actor,Shahid Kapoor,1981,"tt1274295,tt1093370,tt4434004,tt3390572",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7106,2
Rencontres au bout du monde,FR,2007.0,99.0,Documentary,7.7,18335,tt1093824,nm0001348,actor,Werner Herzog,1942,"tt0068182,tt0790724,tt0079641,tt0083946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6022,2
Winnipeg mon amour,FR,2007.0,80.0,"Comedy,Documentary,Drama",7.6,5239,tt1093842,nm0534665,director,Guy Maddin,1956,"tt3066630,tt0366996,tt0260948,tt1093842",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7109,1
Confessions d'une accro du shopping,FR,2009.0,104.0,"Comedy,Romance",5.8,77705,tt1093908,nm1269983,actress,Krysten Ritter,1981,"tt1126590,tt2357547,tt1819509,tt0903747",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7113,0
Titane,FR,2021.0,108.0,"Drama,Horror,Sci-Fi",6.6,37061,tt10944760,nm4469445,director,Julia Ducournau,1983,"tt8068860,tt4954522,tt1937202,tt10944760",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7114,1
New in Town,FR,2009.0,97.0,"Comedy,Romance",5.6,23244,tt1095174,nm0000250,actress,Renée Zellweger,1969,"tt0299658,tt0243155,tt0159365,tt0116695",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461,0
Bad Lieutenant - Escale à la Nouvelle-Orléans,FR,2009.0,122.0,"Crime,Drama",6.6,76716,tt1095217,nm0578949,actress,Eva Mendes,1974,"tt0386588,tt1817273,tt1386588,tt0285823",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4242,0
Old,FR,2021.0,108.0,"Drama,Horror,Mystery",5.8,92500,tt10954652,nm3043279,actress,Vicky Krieps,1983,"tt4005402,tt10954652,tt0993842,tt5776858",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6717,0
Dans les angles morts,FR,2021.0,121.0,"Drama,Horror,Mystery",5.3,29783,tt10962368,nm0700301,director,Robert Pulcini,1964,"tt7660850,tt1623742,tt0489237,tt0305206",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4640,1
Thappad,FR,2020.0,142.0,Drama,7.3,31643,tt10964430,nm1025280,director,Anubhav Sinha,1965,"tt10324144,tt10964430,tt1562871,tt13919802",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6848,1
Dragonball Evolution,FR,2009.0,85.0,"Action,Adventure,Fantasy",2.6,73579,tt1098327,nm0002536,actress,Emmy Rossum,1986,"tt0293508,tt1586680,tt0319262,tt0327056",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4546,0
Nos âmes d'enfants,FR,2021.0,109.0,Drama,7.5,20030,tt10986222,nm0590122,director,Mike Mills,1966,"tt1532503,tt4385888,tt10986222,tt0318761",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4775,1
Twilight: Chapitre 1 - Fascination,FR,2008.0,122.0,"Drama,Fantasy,Romance",5.3,452923,tt1099212,nm1020124,actress,Sarah Clarke,1972,"tt1099212,tt1324999,tt1325004,tt0285331",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7127,0
Foxcatcher,FR,2014.0,134.0,"Biography,Drama,History",7.0,141193,tt1100089,nm1475594,actor,Channing Tatum,1980,"tt2294449,tt2334879,tt1232829,tt1100089",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5931,2
Pig,FR,2021.0,92.0,"Drama,Mystery,Thriller",6.9,61714,tt11003218,nm0000115,actor,Nicolas Cage,1964,"tt0435705,tt0119094,tt0117500,tt0113627",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67,2
The Babysitter: Killer Queen,FR,2020.0,101.0,"Comedy,Horror",5.8,36968,tt11024272,nm3014840,actress,Emily Alyn Lind,2002,"tt1191111,tt1837642,tt5606664,tt1616195",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7128,0
