title,region,startYear,runtimeMinutes,genres,averageRating,numVotes,tconst,nconst,category,pname,byear,kftitles,Thriller,History,Comedy,Romance,Western,Sci-Fi,News,Family,Drama,Musical,Biography,Adventure,Horror,War,Animation,Action,Sport,Music,Documentary,Crime,Mystery,Fantasy,region_num,nconst_num,category_num
Kate et Léopold,FR,2001.0,118.0,"Comedy,Fantasy,Romance",6.4,83472,tt0035423,nm0000212,actress,Meg Ryan,1961,"tt0128853,tt0108160,tt0120632,tt0098635",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
La vérification,FR,1986.0,96.0,"Drama,War",7.9,2257,tt0067625,nm0314516,director,Aleksey German,1938,"tt2328813,tt0156701,tt0084345,tt0074447",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1
Le Parrain,FR,1972.0,175.0,"Crime,Drama",9.2,1771672,tt0068646,nm0000338,director,Francis Ford Coppola,1939,"tt0078788,tt0071562,tt0071360,tt0068646",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1
"Le Parrain, 2ᵉ partie",FR,1974.0,202.0,"Crime,Drama",9.0,1225156,tt0071562,nm0000473,actress,Diane Keaton,1946,"tt0356680,tt0337741,tt0075686,tt0073312",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0
L'interrogatoire,FR,1989.0,118.0,"Crime,Drama,Thriller",8.0,3267,tt0084548,nm0002140,actress,Agnieszka Holland,1948,"tt0099776,tt0111507,tt6828390,tt5328350",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0
Le hasard,FR,1987.0,114.0,Drama,7.7,9755,tt0084549,nm0667991,actress,Boguslawa Pawelec,1954,"tt0338481,tt0092387,tt0088083,tt0113204",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
Σκιάχτρο,GR,1984.0,127.0,Drama,7.7,1618,tt0085335,nm0125909,director,Rolan Bykov,1929,"tt0060107,tt0061876,tt0060083,tt0085335",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1
Les fêtes des perce-neige,FR,1984.0,83.0,"Comedy,Drama",7.6,1486,tt0086319,nm0398703,actor,Rudolf Hrusínský,1920,"tt0283420,tt0314483,tt0083162,tt0063633",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2
Traja Veteráni,SK,1984.0,96.0,"Adventure,Comedy,Family",7.8,1136,tt0086477,nm0513792,director,Oldrich Lipský,1924,"tt0056265,tt0065235,tt0058275,tt0083162",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,35,1
2010 - L'année du premier contact (L'odyssée continue),FR,1984.0,116.0,"Adventure,Mystery,Sci-Fi",6.7,52755,tt0086837,nm0000837,actor,Bob Balaban,1945,"tt0075860,tt0280707,tt0080360,tt0310281",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,37,2
Les aventures de Buckaroo Banzaï,FR,1984.0,103.0,"Adventure,Comedy,Sci-Fi",6.3,26078,tt0086856,nm0001475,actor,John Lithgow,1945,"tt0086856,tt0084917,tt0115082,tt0106582",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,2
Amadeus - version intégrale,FR,1984.0,160.0,"Biography,Drama,Music",8.4,392224,tt0086879,nm0000719,actor,F. Murray Abraham,1939,"tt2278388,tt0086879,tt2042568,tt0113819",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,46,2
Le palace en folie,FR,1984.0,105.0,Comedy,6.3,39490,tt0086927,nm0342732,actor,George Grizzard,1928,"tt0418689,tt0086927,tt0073952,tt0055728",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2
Balkanski spijun,CA,1984.0,95.0,"Comedy,Drama",8.8,11408,tt0086935,nm0831262,actor,Danilo 'Bata' Stojkovic,1934,"tt0084302,tt0170841,tt0086935,tt0114787",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,2
Le flic de Beverly Hills,FR,1984.0,105.0,"Action,Comedy,Crime",7.3,179380,tt0086960,nm0002060,actress,Lisa Eilbacher,1956,"tt0097737,tt0084434,tt0086960,tt0085121",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,61,0
Birdy,FR,1984.0,120.0,"Drama,War",7.2,23036,tt0086969,nm0000570,director,Alan Parker,1944,"tt0095647,tt0116250,tt0101605,tt0077928",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,1
Blood Simple.,FR,1984.0,99.0,"Crime,Drama,Thriller",7.6,95130,tt0086979,nm0001053,director,Ethan Coen,1957,"tt6412452,tt2042568,tt0116282,tt1019452",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71,1
Body Double,FR,1984.0,114.0,"Crime,Drama,Mystery",6.8,32883,tt0086984,nm0000361,director,Brian De Palma,1940,"tt0094226,tt0086984,tt0120832,tt0080661",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,77,1
Le Bounty,FR,1984.0,132.0,"Adventure,Drama,History",7.0,26828,tt0086993,nm0000059,actor,Laurence Olivier,1907,"tt0069281,tt0074860,tt0032976,tt0077269",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82,2
Broadway Danny Rose,FR,1984.0,84.0,Comedy,7.4,25246,tt0087003,nm0000095,actor,Woody Allen,1935,"tt0097123,tt0079522,tt0075686,tt0091167",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2
Children of the corn - Les démons du maïs,FR,1984.0,92.0,"Horror,Thriller",5.6,51460,tt0087050,nm0452607,director,Fritz Kiersch,1951,"tt0104521,tt0087050,tt0473398,tt0090213",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,1
Conan le destructeur,FR,1984.0,103.0,"Action,Adventure,Fantasy",5.9,79482,tt0087078,nm0281507,director,Richard Fleischer,1916,"tt0052365,tt0046672,tt0089893,tt0070723",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,95,1
Strangler vs. Strangler,US,1984.0,93.0,"Comedy,Crime,Horror",8.1,3644,tt0087123,nm0618705,actor,Tasko Nacic,1934,"tt0068894,tt0090399,tt0339865,tt14895146",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,100,2
Un été chez grand-père,FR,1984.0,93.0,Drama,7.7,1477,tt0087164,nm0508364,actress,Shu-Chen Li,1978,"tt10458570,tt0490517,tt0337512,tt0097791",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
Dune,FR,1984.0,137.0,"Action,Adventure,Sci-Fi",6.3,159145,tt0087182,nm0000768,actress,Francesca Annis,1945,"tt0085811,tt0375920,tt0087182,tt0077042",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,107,0
Firestarter,FR,1984.0,114.0,"Action,Horror,Sci-Fi",6.0,32097,tt0087262,nm0504495,director,Mark L. Lester,1946,"tt0087262,tt0102915,tt0088944,tt0083739",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,112,1
Footloose,FR,1984.0,107.0,"Drama,Music,Romance",6.6,78050,tt0087277,nm0001742,actress,Lori Singer,1957,"tt0089543,tt0087277,tt0098622,tt0108122",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,117,0
Vendredi 13: Chapitre final,FR,1984.0,91.0,"Horror,Thriller",5.9,50908,tt0087298,nm0065206,actress,Kimberly Beck,1956,"tt0079822,tt0087298,tt0116629,tt0095250",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121,0
SOS Fantômes,FR,1984.0,105.0,"Action,Comedy,Fantasy",7.8,403090,tt0087332,nm0000601,actor,Harold Ramis,1944,"tt0478311,tt0087332,tt0083131,tt0107048",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,125,2
Gremlins,FR,1984.0,106.0,"Comedy,Fantasy,Horror",7.3,218001,tt0087363,nm0001102,director,Joe Dante,1946,"tt0122718,tt0087363,tt0082533,tt0093260",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,130,1
Indiana Jones et le Temple maudit,FR,1984.0,118.0,"Action,Adventure",7.5,476410,tt0087469,nm0000148,actor,Harrison Ford,1942,"tt0090329,tt0076759,tt0106977,tt0082971",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,135,2
"István, a király",HU,1984.0,100.0,"Drama,History,Music",8.3,1009,tt0087488,nm0464424,director,Gábor Koltay,1950,"tt0087488,tt0281154,tt3408154,tt0116557",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,140,1
"Kaos, contes siciliens",FR,1984.0,187.0,"Comedy,Drama,Romance",7.8,2876,tt0087537,nm0851752,director,Paolo Taviani,1931,"tt0084422,tt2177511,tt0076517,tt0087537",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,1
"Karate kid, le moment de vérité",FR,1984.0,126.0,"Action,Drama,Family",7.3,218631,tt0087538,nm0184392,actor,Martin Kove,1946,"tt0072856,tt0089880,tt0097647,tt0087538",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,149,2
Nausicaä de la vallée du vent,FR,1984.0,117.0,"Adventure,Animation,Sci-Fi",8.0,165671,tt0087544,nm0793585,actress,Sumi Shimamoto,1954,"tt0079833,tt0087544,tt0119698,tt0101950",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,154,0
La déchirure,FR,1984.0,141.0,"Biography,Drama,History",7.8,54951,tt0087553,nm0423646,director,Roland Joffé,1945,"tt0114345,tt0091530,tt0087553,tt6802798",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,159,1
Starfighter,FR,1984.0,101.0,"Action,Adventure,Sci-Fi",6.7,41852,tt0087597,nm0476484,actor,Kay E. Kuter,1925,"tt0066550,tt0106145,tt0050079,tt0087597",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,164,2
Love Streams - Torrents d'amour,FR,1984.0,141.0,Drama,7.7,5885,tt0087644,nm0007958,actress,Diahnne Abbott,1945,"tt0085794,tt0075314,tt0076451,tt0087644",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0
Love and Doves,GB,1985.0,107.0,"Comedy,Romance",8.0,4710,tt0087650,nm0233996,actress,Nina Doroshina,1934,"tt0166098,tt0173725,tt7852944,tt0087650",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,172,0
"Macross, Le Film",FR,1984.0,114.0,"Action,Adventure,Animation",7.7,3094,tt0087660,nm0367907,actor,Arihiro Hase,1965,"tt0087660,tt0159883,tt0156403,tt0142183",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,177,2
S čerty nejsou žerty,CZ,1985.0,95.0,"Adventure,Comedy,Family",8.1,1149,tt0087731,nm0090477,director,Hynek Bocan,1938,"tt0239184,tt0123192,tt0062786,tt0087731",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,181,1
Les Muppets à Manhattan,FR,1984.0,94.0,"Adventure,Comedy,Drama",6.8,21063,tt0087755,nm0001345,actor,Jim Henson,1936,"tt0083791,tt0063951,tt0079588,tt0074028",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,186,2
Le meilleur,FR,1984.0,138.0,"Drama,Sport",7.4,48235,tt0087781,nm0000602,actor,Robert Redford,1936,"tt0064115,tt0074119,tt0081283,tt0087781",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,190,2
La nuit de la comète,FR,1984.0,95.0,"Comedy,Horror,Sci-Fi",6.3,20649,tt0087799,nm0829252,actress,Catherine Mary Stewart,1959,"tt0080380,tt0087799,tt0098627,tt0087597",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,194,0
Les Griffes de la nuit,FR,1984.0,91.0,Horror,7.5,229327,tt0087800,nm0768334,actor,John Saxon,1936,"tt0087800,tt0111686,tt0071222,tt0070034",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,199,2
1984,FR,1984.0,113.0,"Drama,Sci-Fi",7.1,71287,tt0087803,nm0000457,actor,John Hurt,1940,"tt0078748,tt0080678,tt0077928,tt0087803",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,2
Só Nos Resta Chorar,BR,1984.0,113.0,"Comedy,Fantasy",7.7,6102,tt0087814,nm0762246,actress,Amanda Sandrelli,1964,"tt0479580,tt0119794,tt0104123,tt0096810",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,209,0
Il était une fois en Amérique,FR,1984.0,229.0,"Crime,Drama",8.3,341303,tt0087843,nm0000249,actor,James Woods,1947,"tt0120877,tt0119282,tt0086541,tt0159097",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,213,2
"Paris, Texas",FR,1984.0,145.0,Drama,8.0,103251,tt0087884,nm0001765,actor,Harry Dean Stanton,1926,"tt5859238,tt0087995,tt0078748,tt0120689",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,2
Phenomena,FR,1985.0,116.0,"Crime,Horror,Mystery",6.7,26015,tt0087909,nm0034485,actress,Fiore Argento,1970,"tt0330691,tt0117658,tt0087909,tt0089013",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,221,0
Police Academy,FR,1984.0,96.0,Comedy,6.7,123356,tt0087928,nm0000430,actor,Steve Guttenberg,1958,"tt0091949,tt0089822,tt0094137,tt0087928",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,2
Purple Rain,FR,1984.0,111.0,"Drama,Music,Romance",6.5,21225,tt0087957,nm0206528,actor,Morris Day,1957,"tt0098987,tt0800039,tt0087957,tt0261392",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,231,2
L'Aube rouge,FR,1984.0,114.0,"Action,Drama,Thriller",6.3,56015,tt0087985,nm0587518,director,John Milius,1944,"tt0082198,tt0078788,tt0068762,tt0087985",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,235,1
La mort en prime,FR,1984.0,92.0,"Action,Comedy,Crime",6.9,36947,tt0087995,nm0000389,actor,Emilio Estevez,1962,"tt0308055,tt0100994,tt1441912,tt3294746",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,240,2
Les tronches,FR,1984.0,90.0,Comedy,6.6,52924,tt0088000,nm0144119,actor,Andrew Cassese,1972,"tt0093857,tt0816110,tt0088000,tt0331999",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,2
À la poursuite du diamant vert,FR,1984.0,106.0,"Action,Adventure,Comedy",6.9,91689,tt0088011,nm0000140,actor,Michael Douglas,1944,"tt0093010,tt0103772,tt0094291,tt1291580",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,249,2
Saaransh,US,1984.0,137.0,Drama,8.1,1892,tt0088031,nm0080315,director,Mahesh Bhatt,1948,"tt0211126,tt0307873,tt0083578,tt0088031",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,254,1
Les saints innocents,FR,1984.0,107.0,Drama,8.1,3891,tt0088040,nm0701715,actress,Terele Pávez,1939,"tt0115850,tt0302447,tt2404738,tt0255067",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0
Seize bougies pour Sam,FR,1984.0,93.0,"Comedy,Romance",7.0,113708,tt0088128,nm0000208,actress,Molly Ringwald,1968,"tt0088847,tt0091790,tt0088128,tt0095169",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0
Splash,FR,1984.0,111.0,"Comedy,Fantasy,Romance",6.3,75841,tt0088161,nm0000435,actress,Daryl Hannah,1960,"tt0266697,tt0088161,tt0094291,tt0378194",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,266,0
Star Trek III : À la recherche de Spock,FR,1984.0,105.0,"Action,Adventure,Sci-Fi",6.6,79424,tt0088170,nm0000638,actor,William Shatner,1931,"tt0098382,tt0084726,tt0088170,tt0079945",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,270,2
Starman,FR,1984.0,115.0,"Romance,Sci-Fi",7.0,46557,tt0088172,nm0001395,actor,Richard Jaeckel,1926,"tt0070518,tt0061578,tt0088172,tt0083530",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,2
Stop Making Sense,FR,1984.0,88.0,"Documentary,Music",8.6,15136,tt0088178,nm0126154,actor,David Byrne,1952,"tt0092117,tt0093389,tt11874226,tt1440345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,278,2
Stranger Than Paradise,FR,1984.0,89.0,"Comedy,Drama",7.4,37270,tt0088184,nm0000464,director,Jim Jarmusch,1953,"tt1714915,tt0088184,tt0412019,tt5247022",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1
Les rues de feu,FR,1984.0,93.0,"Action,Crime,Drama",6.7,21118,tt0088194,nm0001353,director,Walter Hill,1942,"tt0103644,tt0090605,tt0083511,tt0080120",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,285,1
Streetwise,CA,1984.0,91.0,"Documentary,Drama",8.1,2337,tt0088196,nm0068385,director,Martin Bell,1943,"tt0392870,tt0088196,tt1543693,tt0103670",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,290,1
Supergirl,FR,1984.0,124.0,"Action,Adventure,Fantasy",4.4,21884,tt0088206,nm0844358,director,Jeannot Szwarc,1939,"tt0081534,tt0077766,tt0813715,tt0062572",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,291,1
Voyage à Cythère,FR,1984.0,120.0,Drama,7.7,2647,tt0088241,nm0000766,director,Theodoros Angelopoulos,1935,"tt0156794,tt0096288,tt0114863,tt0081148",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1
Terminator,FR,1984.0,107.0,"Action,Sci-Fi",8.1,838524,tt0088247,nm0000299,actor,Michael Biehn,1956,"tt0090605,tt0096754,tt0088247,tt1077258",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,299,2
Spinal Tap,FR,1984.0,82.0,"Comedy,Music",7.9,137617,tt0088258,nm0001302,actor,Christopher Guest,1948,"tt0218839,tt0310281,tt0088258,tt0118111",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,302,2
The Times of Harvey Milk,GB,1984.0,90.0,"Biography,Documentary,History",8.2,6136,tt0088275,nm0258531,director,Rob Epstein,1955,"tt0236576,tt0112651,tt1049402,tt0088275",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,305,1
Top Secret !,FR,1984.0,90.0,"Comedy,Crime,Music",7.2,65268,tt0088286,nm0001878,director,David Zucker,1947,"tt0088286,tt0102510,tt0080339,tt0362120",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,307,1
L'Histoire sans fin,FR,1984.0,102.0,"Adventure,Drama,Family",7.4,141116,tt0088323,nm0574468,actor,Gerald McRaney,1947,"tt0429493,tt0081930,tt2381941,tt0088323",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,314,2
The Elusive Summer of '68,GB,1984.0,91.0,"Comedy,Drama,Romance",8.5,5428,tt0088338,nm0830371,actor,Slavko Stimac,1960,"tt0075162,tt1372686,tt0114787,tt0995712",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,319,2
After Hours: Quelle nuit de galère,FR,1985.0,97.0,"Comedy,Crime,Drama",7.6,67468,tt0088680,nm0000217,director,Martin Scorsese,1942,"tt0070379,tt0106226,tt0099685,tt0075314",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,322,1
Retour vers le futur,FR,1985.0,116.0,"Adventure,Comedy,Sci-Fi",8.5,1154851,tt0088763,nm0000502,actor,Christopher Lloyd,1938,"tt0088763,tt0088930,tt0096438,tt0106220",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,327,2
Gagner ou mourir,FR,1985.0,97.0,"Comedy,Romance",7.1,44191,tt0088794,nm0000131,actor,John Cusack,1966,"tt0119229,tt0450385,tt0146882,tt0098258",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,2
Taram et le Chaudron magique,FR,1985.0,80.0,"Action,Adventure,Animation",6.3,35445,tt0088814,nm0792262,actress,Susan Sheridan,1947,"tt0118401,tt0247117,tt0088814,tt0078559",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,335,0
Brazil,FR,1985.0,132.0,"Drama,Sci-Fi",7.9,198157,tt0088846,nm0000596,actor,Jonathan Pryce,1947,"tt0104348,tt0120347,tt8404614,tt3750872",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,2
Breakfast Club,FR,1985.0,97.0,"Comedy,Drama",7.8,384155,tt0088847,nm0000208,actress,Molly Ringwald,1968,"tt0088847,tt0091790,tt0088128,tt0095169",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0
Comment claquer un million de dollars par jour?,FR,1985.0,102.0,Comedy,6.5,38799,tt0088850,nm0571188,actress,Lonette McKee,1954,"tt0322589,tt0102175,tt0203019,tt0088850",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0
Cat's Eye,FR,1985.0,94.0,"Comedy,Horror,Thriller",6.3,24901,tt0088889,nm0853546,director,Lewis Teague,1938,"tt0072856,tt0089370,tt0080354,tt0085382",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,347,1
Cluedo,FR,1985.0,94.0,"Comedy,Crime,Mystery",7.2,94133,tt0088930,nm0107281,actress,Eileen Brennan,1932,"tt0074937,tt0081375,tt0263488,tt0088930",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,350,0
Cocoon,FR,1985.0,117.0,"Comedy,Drama,Sci-Fi",6.7,62355,tt0088933,nm0000979,actor,Wilford Brimley,1934,"tt0084787,tt0087781,tt0088933,tt0119360",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,2
La couleur pourpre,FR,1985.0,154.0,Drama,7.7,85041,tt0088939,nm0001923,actress,Margaret Avery,1944,"tt0094770,tt2345481,tt0070355,tt0088939",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0
Commando,FR,1985.0,90.0,"Action,Adventure,Thriller",6.7,157392,tt0088944,nm0000216,actor,Arnold Schwarzenegger,1947,"tt0216216,tt0107362,tt0103064,tt0088247",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,96,2
Le coureur,FR,1984.0,94.0,Drama,7.7,1992,tt0088992,nm0618881,director,Amir Naderi,1946,"tt0096747,tt1283971,tt0457482,tt0118545",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,1
Le jour des morts-vivants,FR,1985.0,101.0,"Horror,Thriller",7.1,68037,tt0088993,nm0001681,director,George A. Romero,1940,"tt0095652,tt0848557,tt0418819,tt0063350",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,365,1
Démons,FR,1985.0,88.0,Horror,6.6,22909,tt0089013,nm0034485,actress,Fiore Argento,1970,"tt0330691,tt0117658,tt0087909,tt0089013",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,221,0
Recherche Susan désespérément,FR,1985.0,104.0,"Comedy,Drama",6.0,23209,tt0089017,nm0782384,director,Susan Seidelman,1952,"tt0089017,tt0084698,tt0159206,tt0098309",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,1
Enemy,FR,1985.0,108.0,"Action,Adventure,Drama",6.8,47182,tt0089092,nm0546172,actor,Richard Marcus,1945,"tt0089092,tt0115320,tt0100814,tt0083483",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,377,2
Esperando la carroza,AR,1985.0,94.0,Comedy,8.1,6242,tt0089108,nm0104809,actor,Luis Brandoni,1940,"tt0220246,tt8453986,tt0089108,tt0106610",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,381,2
Explorers,FR,1985.0,109.0,"Adventure,Comedy,Family",6.4,21716,tt0089114,nm0000160,actor,Ethan Hawke,1970,"tt2209418,tt0112471,tt0139654,tt1065073",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,386,2
Fletch,FR,1985.0,98.0,"Comedy,Crime,Mystery",6.9,51508,tt0089155,nm0000331,actor,Chevy Chase,1943,"tt0085995,tt0097958,tt0080487,tt0092086",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,390,2
"Vendredi 13, chapitre V: Une nouvelle terreur",FR,1985.0,92.0,"Horror,Mystery,Thriller",4.7,37853,tt0089173,nm0455687,actress,Melanie Kinnaman,1953,"tt0056758,tt0089173,tt0096913,tt11120378",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,395,0
"Vampire, vous avez dit vampire ?",FR,1985.0,106.0,"Fantasy,Horror",7.0,68176,tt0089175,nm0001697,actor,Chris Sarandon,1942,tt0107688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,398,2
Les Goonies,FR,1985.0,114.0,"Adventure,Comedy,Family",7.7,263860,tt0089218,nm0001149,director,Richard Donner,1930,"tt0089457,tt0093409,tt0839995,tt0078346",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,403,1
L'histoire officielle,FR,1985.0,112.0,"Drama,History",7.7,9464,tt0089276,nm0032955,actor,Hugo Arana,1943,"tt0326357,tt0362496,tt1324065,tt1645536",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,2
