|tconst|nconst|name|french_title|byear|job|startyear|runtimeminutes|averagerating|numvotes|wr_score|genres|original_lang
216|tt0037382|nm0000007|Humphrey Bogart|Le Port de l'angoisse|1899.0|actor,soundtrack,producer|1944.0|100.0|7.8|34046|7.796947659847836|Adventure,Comedy,Film-Noir|en
269|tt0038355|nm0001328|Howard Hawks|Le Grand Sommeil|1896.0|director,producer,writer|1946.0|114.0|7.9|84259|7.898690587625411|Crime,Film-Noir,Mystery|en
357|tt0071877|nm0001215|Albert Finney|Le Crime de l'Orient-Express|1936.0|actor,producer,soundtrack|1974.0|128.0|7.3|61173|7.298814222512083|Crime,Drama,Mystery|en
391|tt0057345|nm0000003|Brigitte Bardot|Le Mépris|1934.0|actress,soundtrack,music_department|1963.0|103.0|7.5|31387|7.4972905478457825|Drama,Romance|fr
392|tt0057345|nm0000419|Jean-Luc Godard|Le Mépris|1930.0|director,writer,editor|1963.0|103.0|7.5|31387|7.4972905478457825|Drama,Romance|fr
393|tt0057345|nm0000485|Fritz Lang|Le Mépris|1890.0|director,writer,producer|1963.0|103.0|7.5|31387|7.4972905478457825|Drama,Romance|fr
406|tt0049189|nm0000003|Brigitte Bardot|Et Dieu… créa la femme|1934.0|actress,soundtrack,music_department|1956.0|95.0|6.3|8305|6.298851306136455|Drama,Romance|fr
421|tt0054452|nm0000003|Brigitte Bardot|La Vérité|1934.0|actress,soundtrack,music_department|1960.0|128.0|7.6|3778|7.57617488407963|Drama|fr
442|tt0056404|nm0000003|Brigitte Bardot|Le repos du guerrier|1934.0|actress,soundtrack,music_department|1962.0|102.0|5.4|619|5.469043592008591|Drama,Romance|fr
1040|tt0069467|nm0000005|Ingmar Bergman|Cris et Chuchotements|1918.0|writer,director,actor|1972.0|91.0|8.0|33441|7.996516467578494|Drama|sv
1066|tt0069467|nm0880521|Liv Ullmann|Cris et Chuchotements|1938.0|actress,director,writer|1972.0|91.0|8.0|33441|7.996516467578494|Drama|sv
1072|tt0060827|nm0000005|Ingmar Bergman|Persona|1918.0|writer,director,actor|1966.0|85.0|8.1|114814|8.098929182775924|Drama,Thriller|sv
1073|tt0060827|nm0000761|Bibi Andersson|Persona|1935.0|actress,soundtrack|1966.0|85.0|8.1|114814|8.098929182775924|Drama,Thriller|sv
1092|tt0060827|nm0880521|Liv Ullmann|Persona|1938.0|actress,director,writer|1966.0|85.0|8.1|114814|8.098929182775924|Drama,Thriller|sv
1095|tt0083922|nm0000005|Ingmar Bergman|Fanny et Alexandre|1918.0|writer,director,actor|1982.0|188.0|8.1|62958|8.098048074923435|Drama|sv
1265|tt0050986|nm0000005|Ingmar Bergman|Les Fraises sauvages|1918.0|writer,director,actor|1957.0|91.0|8.2|105127|8.198770679054567|Drama,Romance|sv
1266|tt0050986|nm0000761|Bibi Andersson|Les Fraises sauvages|1935.0|actress,soundtrack|1957.0|91.0|8.2|105127|8.198770679054567|Drama,Romance|sv
1303|tt0036855|nm0000006|Ingrid Bergman|Hantise|1915.0|actress,soundtrack,producer|1944.0|114.0|7.8|28012|7.7962916377471005|Crime,Drama,Mystery|en
1306|tt0036855|nm0002030|George Cukor|Hantise|1899.0|director,miscellaneous,assistant_director|1944.0|114.0|7.8|28012|7.7962916377471005|Crime,Drama,Mystery|en
1340|tt0038109|nm0000006|Ingrid Bergman|La Maison du docteur Edwardes|1915.0|actress,soundtrack,producer|1945.0|111.0|7.5|47858|7.498221817778215|Film-Noir,Mystery,Romance|en
1341|tt0038109|nm0000060|Gregory Peck|La Maison du docteur Edwardes|1916.0|actor,producer,soundtrack|1945.0|111.0|7.5|47858|7.498221817778215|Film-Noir,Mystery,Romance|en
1370|tt0077711|nm0000006|Ingrid Bergman|Sonate d'automne|1915.0|actress,soundtrack,producer|1978.0|99.0|8.1|33442|8.09632853991195|Drama,Music|sv
1411|tt0077711|nm0880521|Liv Ullmann|Sonate d'automne|1938.0|actress,director,writer|1978.0|99.0|8.1|33442|8.09632853991195|Drama,Music|sv
1420|tt0034583|nm0000006|Ingrid Bergman|Casablanca|1915.0|actress,soundtrack,producer|1942.0|102.0|8.5|557017|8.499733947960346|Drama,Romance,War|en
1421|tt0034583|nm0000007|Humphrey Bogart|Casablanca|1899.0|actor,soundtrack,producer|1942.0|102.0|8.5|557017|8.499733947960346|Drama,Romance,War|en
1425|tt0034583|nm0002031|Michael Curtiz|Casablanca|1886.0|director,writer,actor|1942.0|102.0|8.5|557017|8.499733947960346|Drama,Romance,War|en
1472|tt0042593|nm0000007|Humphrey Bogart|Le violent|1899.0|actor,soundtrack,producer|1950.0|94.0|7.9|30749|7.8964165821676575|Drama,Film-Noir,Mystery|en
1507|tt0043265|nm0000007|Humphrey Bogart|L'Odyssée de l'African Queen|1899.0|actor,soundtrack,producer|1951.0|105.0|7.7|77566|7.69874000347486|Adventure,Drama,Romance|en
1510|tt0043265|nm0001379|John Huston|L'Odyssée de l'African Queen|1906.0|actor,director,writer|1951.0|105.0|7.7|77566|7.69874000347486|Adventure,Drama,Romance|en
1546|tt0078788|nm0000008|Marlon Brando|Apocalypse Now|1924.0|actor,soundtrack,director|1979.0|147.0|8.5|647512|8.499771127251282|Drama,Mystery,War|en
1547|tt0078788|nm0000338|Francis Ford Coppola|Apocalypse Now|1939.0|producer,director,writer|1979.0|147.0|8.5|647512|8.499771127251282|Drama,Mystery,War|en
1548|tt0078788|nm0000380|Robert Duvall|Apocalypse Now|1931.0|actor,producer,soundtrack|1979.0|147.0|8.5|647512|8.499771127251282|Drama,Mystery,War|en
1549|tt0078788|nm0000640|Martin Sheen|Apocalypse Now|1940.0|actor,producer,soundtrack|1979.0|147.0|8.5|647512|8.499771127251282|Drama,Mystery,War|en
1789|tt0068646|nm0000008|Marlon Brando|Le Parrain|1924.0|actor,soundtrack,director|1972.0|175.0|9.2|1768712|9.199891273751465|Crime,Drama|en
1791|tt0068646|nm0000199|Al Pacino|Le Parrain|1940.0|actor,producer,soundtrack|1972.0|175.0|9.2|1768712|9.199891273751465|Crime,Drama|en
1792|tt0068646|nm0000338|Francis Ford Coppola|Le Parrain|1939.0|producer,director,writer|1972.0|175.0|9.2|1768712|9.199891273751465|Crime,Drama|en
1796|tt0068646|nm0001735|Talia Shire|Le Parrain|1946.0|actress,producer,director|1972.0|175.0|9.2|1768712|9.199891273751465|Crime,Drama|en
1883|tt0070849|nm0000008|Marlon Brando|Le Dernier Tango à Paris|1924.0|actor,soundtrack,director|1972.0|129.0|6.9|53096|6.899108104549557|Drama,Romance|it
1884|tt0070849|nm0000934|Bernardo Bertolucci|Le Dernier Tango à Paris|1941.0|writer,director,producer|1972.0|129.0|6.9|53096|6.899108104549557|Drama,Romance|it
1943|tt0047296|nm0000008|Marlon Brando|Sur les quais|1924.0|actor,soundtrack,director|1954.0|108.0|8.1|151974|8.099190905698942|Crime,Drama,Thriller|en
1944|tt0047296|nm0001415|Elia Kazan|Sur les quais|1909.0|director,writer,producer|1954.0|108.0|8.1|151974|8.099190905698942|Crime,Drama,Thriller|en
1979|tt0059749|nm0000009|Richard Burton|L'Espion qui venait du froid|1925.0|actor,soundtrack,producer|1965.0|112.0|7.6|16829|7.594582508273138|Drama,Thriller|en
1999|tt0087803|nm0000009|Richard Burton|1984|1925.0|actor,soundtrack,producer|1984.0|113.0|7.1|71198|7.0991578525385535|Drama,Sci-Fi|en
2122|tt0061184|nm0000009|Richard Burton|Qui a peur de Virginia Woolf ?|1925.0|actor,soundtrack,producer|1966.0|131.0|8.0|74108|7.998426443350499|Drama|en
2124|tt0061184|nm0001566|Mike Nichols|Qui a peur de Virginia Woolf ?|1931.0|director,producer,miscellaneous|1966.0|131.0|8.0|74108|7.998426443350499|Drama|en
2141|tt0057877|nm0000009|Richard Burton|Becket|1925.0|actor,soundtrack,producer|1964.0|148.0|7.8|14580|7.792889963105229|Biography,Drama,History|en
2156|tt0042041|nm0000010|James Cagney|L'enfer est à lui|1899.0|actor,soundtrack,director|1949.0|114.0|8.1|32286|8.096197339322694|Action,Crime,Drama|en
2180|tt0042041|nm0909825|Raoul Walsh|L'enfer est à lui|1887.0|director,actor,writer|1949.0|114.0|8.1|32286|8.096197339322694|Action,Crime,Drama|en
2183|tt0035575|nm0000010|James Cagney|La Glorieuse Parade|1899.0|actor,soundtrack,director|1942.0|126.0|7.6|15349|7.59406227159031|Biography,Drama,Family|en
2211|tt0029870|nm0000010|James Cagney|Les Anges aux figures sales|1899.0|actor,soundtrack,director|1938.0|97.0|7.9|21294|7.894830160123138|Crime,Drama,Film-Noir|en
2240|tt0031867|nm0000010|James Cagney|Les Fantastiques Années 20|1899.0|actor,soundtrack,director|1939.0|106.0|7.9|13824|7.892049235237983|Crime,Drama,Film-Noir|en
2262|tt0031867|nm0909825|Raoul Walsh|Les Fantastiques Années 20|1887.0|director,actor,writer|1939.0|106.0|7.9|13824|7.892049235237983|Crime,Drama,Film-Noir|en
2264|tt0027996|nm0000011|Gary Cooper|L'Extravagant Mr. Deeds|1901.0|actor,soundtrack,producer|1936.0|115.0|7.8|21240|7.795112788327928|Comedy,Drama,Romance|en
2301|tt0034167|nm0000011|Gary Cooper|Sergent York|1901.0|actor,soundtrack,producer|1941.0|134.0|7.7|18058|7.694602269728484|Biography,Drama,History|en
2331|tt0035896|nm0000011|Gary Cooper|Pour qui sonne le glas|1901.0|actor,soundtrack,producer|1943.0|170.0|6.8|9234|6.795577899295456|Adventure,Drama,History|en
2371|tt0044706|nm0000011|Gary Cooper|Le Train Sifflera Trois Fois|1901.0|actor,soundtrack,producer|1952.0|85.0|8.0|102795|7.998865306828344|Drama,Thriller,Western|en
2373|tt0044706|nm0003593|Fred Zinnemann|Le Train Sifflera Trois Fois|1907.0|director,assistant_director,producer|1952.0|85.0|8.0|102795|7.998865306828344|Drama,Thriller,Western|en
2412|tt0042192|nm0000012|Bette Davis|Ève|1908.0|actress,soundtrack,make_up_department|1950.0|138.0|8.3|129014|8.298949369211787|Drama|en
2414|tt0042192|nm0000581|Joseph L. Mankiewicz|Ève|1909.0|writer,producer,director|1950.0|138.0|8.3|129014|8.298949369211787|Drama|en
2455|tt0056687|nm0000012|Bette Davis|Qu'est-il arrivé à Baby Jane ?|1908.0|actress,soundtrack,make_up_department|1962.0|134.0|8.0|54659|7.997867178278386|Drama,Horror,Thriller|en
2456|tt0056687|nm0000736|Robert Aldrich|Qu'est-il arrivé à Baby Jane ?|1918.0|director,assistant_director,producer|1962.0|134.0|8.0|54659|7.997867178278386|Drama,Horror,Thriller|en
2509|tt0031210|nm0000012|Bette Davis|Victoire sur la nuit|1908.0|actress,soundtrack,make_up_department|1939.0|104.0|7.5|11020|7.492311443629871|Drama,Romance|en
2525|tt0035140|nm0000012|Bette Davis|Une femme cherche son destin|1908.0|actress,soundtrack,make_up_department|1942.0|117.0|7.9|16697|7.893412155712999|Drama,Romance|en
2656|tt0031381|nm0000022|Clark Gable|Autant en Emporte le Vent|1901.0|actor,soundtrack,producer|1939.0|238.0|8.2|308780|8.199581300951454|Drama,History,Romance|en
2657|tt0031381|nm0000046|Vivien Leigh|Autant en Emporte le Vent|1913.0|actress,soundtrack,writer|1939.0|238.0|8.2|308780|8.199581300951454|Drama,History,Romance|en
2690|tt0031381|nm0281808|Victor Fleming|Autant en Emporte le Vent|1889.0|director,cinematographer,producer|1939.0|238.0|8.2|308780|8.199581300951454|Drama,History,Romance|en
2826|tt0029843|nm0002031|Michael Curtiz|Les Aventures de Robin des Bois|1886.0|director,writer,actor|1938.0|102.0|7.9|50388|7.897811494910901|Action,Adventure,Romance|en
2909|tt0048545|nm0000015|James Dean|La Fureur de vivre|1931.0|actor,miscellaneous|1955.0|111.0|7.7|89050|7.698902379335785|Drama|en
2946|tt0049261|nm0000015|James Dean|Géant|1931.0|actor,miscellaneous|1956.0|201.0|7.6|38025|7.59759734640175|Drama,Western|en
3000|tt0049261|nm0828419|George Stevens|Géant|1904.0|cinematographer,director,writer|1956.0|201.0|7.6|38025|7.59759734640175|Drama,Western|en
3023|tt0048028|nm0000015|James Dean|À l'est d'Eden|1931.0|actor,miscellaneous|1955.0|118.0|7.8|44772|7.7976778795528014|Drama|en
3024|tt0048028|nm0001415|Elia Kazan|À l'est d'Eden|1909.0|director,writer,producer|1955.0|118.0|7.8|44772|7.7976778795528014|Drama|en
3059|tt8847712|nm0027572|Wes Anderson|The French Dispatch|1969.0|director,writer,producer|2021.0|107.0|7.2|98052|7.199324137285327|Comedy,Drama,Romance|en
3800|tt0091763|nm0000231|Oliver Stone|Platoon|1946.0|producer,director,writer|1986.0|120.0|8.1|404802|8.099696164720955|Drama,War|en
3975|tt0021156|nm0000017|Marlene Dietrich|Cœurs brûlés|1901.0|soundtrack,actress,music_department|1930.0|92.0|7.0|6567|6.991898601772227|Drama,Romance|en
3984|tt0051201|nm0000017|Marlene Dietrich|Témoin à charge|1901.0|soundtrack,actress,music_department|1957.0|116.0|8.4|121276|8.398830447998995|Crime,Drama,Mystery|en
3986|tt0051201|nm0001452|Charles Laughton|Témoin à charge|1899.0|actor,soundtrack,writer|1957.0|116.0|8.4|121276|8.398830447998995|Crime,Drama,Mystery|en
4025|tt0052311|nm0000017|Marlene Dietrich|La Soif du mal|1901.0|soundtrack,actress,music_department|1958.0|95.0|8.0|103196|7.998869713339755|Crime,Drama,Film-Noir|en
4026|tt0052311|nm0000080|Orson Welles|La Soif du mal|1915.0|actor,director,writer|1958.0|95.0|8.0|103196|7.998869713339755|Crime,Drama,Film-Noir|en
4028|tt0052311|nm0001463|Janet Leigh|La Soif du mal|1927.0|actress,soundtrack,miscellaneous|1958.0|95.0|8.0|103196|7.998869713339755|Crime,Drama,Film-Noir|en
4080|tt0055031|nm0000017|Marlene Dietrich|Jugement à Nuremberg|1901.0|soundtrack,actress,music_department|1961.0|179.0|8.3|75855|8.298213700700096|Drama,War|en
4082|tt0055031|nm0000075|Spencer Tracy|Jugement à Nuremberg|1900.0|actor,soundtrack|1961.0|179.0|8.3|75855|8.298213700700096|Drama,War|en
4085|tt0055031|nm0006452|Stanley Kramer|Jugement à Nuremberg|1913.0|producer,director,miscellaneous|1961.0|179.0|8.3|75855|8.298213700700096|Drama,War|en
4130|tt0043338|nm0000018|Kirk Douglas|Le Gouffre aux chimères|1916.0|actor,producer,soundtrack|1951.0|111.0|8.1|35171|8.096508705504622|Drama,Film-Noir|en
4181|tt0080736|nm0000018|Kirk Douglas|Nimitz, retour vers l'enfer|1916.0|actor,producer,soundtrack|1980.0|103.0|6.7|23506|6.698522963628065|Action,Adventure,Sci-Fi|en
4314|tt0049456|nm0000018|Kirk Douglas|La Vie passionnée de Vincent Van Gogh|1916.0|actor,producer,soundtrack|1956.0|122.0|7.3|11592|7.293769860982399|Biography,Drama|en
4315|tt0049456|nm0000063|Anthony Quinn|La Vie passionnée de Vincent Van Gogh|1915.0|actor,producer,soundtrack|1956.0|122.0|7.3|11592|7.293769860982399|Biography,Drama|en
4330|tt0054331|nm0000018|Kirk Douglas|Spartacus|1916.0|actor,producer,soundtrack|1960.0|197.0|7.9|132673|7.899168181425912|Adventure,Biography,Drama|en
4334|tt0054331|nm0001452|Charles Laughton|Spartacus|1899.0|actor,soundtrack,writer|1960.0|197.0|7.9|132673|7.899168181425912|Adventure,Biography,Drama|en
4379|tt0054331|nm0874308|Dalton Trumbo|Spartacus|1905.0|writer,actor,director|1960.0|197.0|7.9|132673|7.899168181425912|Adventure,Biography,Drama|en
4397|tt0056801|nm0000019|Federico Fellini|Huit et demi|1920.0|writer,director,assistant_director|1963.0|138.0|8.0|116050|7.998994838904772|Drama|it
4479|tt0071129|nm0000019|Federico Fellini|Amarcord|1920.0|writer,director,assistant_director|1973.0|123.0|7.9|42931|7.8974319144473615|Comedy,Drama|it
4542|tt0050783|nm0000019|Federico Fellini|Les Nuits de Cabiria|1920.0|writer,director,assistant_director|1957.0|110.0|8.1|48056|8.097443582155693|Drama|it
4578|tt0053779|nm0000019|Federico Fellini|La dolce vita|1920.0|writer,director,assistant_director|1960.0|174.0|8.0|71693|7.998373484165085|Comedy,Drama|it
4691|tt0050083|nm0000020|Henry Fonda|12 hommes en colère|1905.0|actor,producer,soundtrack|1957.0|96.0|9.0|758719|8.999763156914305|Crime,Drama|en
4694|tt0050083|nm0001486|Sidney Lumet|12 hommes en colère|1924.0|director,producer,writer|1957.0|96.0|9.0|758719|8.999763156914305|Crime,Drama|en
4715|tt0082846|nm0000020|Henry Fonda|La Maison du lac|1905.0|actor,producer,soundtrack|1981.0|109.0|7.6|30918|7.597046180876985|Drama|en
4765|tt0032551|nm0000020|Henry Fonda|Les Raisins de la colère|1905.0|actor,producer,soundtrack|1940.0|129.0|8.1|91116|8.09865087059246|Drama|en
4766|tt0032551|nm0000406|John Ford|Les Raisins de la colère|1894.0|director,producer,writer|1940.0|129.0|8.1|91116|8.09865087059246|Drama|en
4841|tt0051207|nm0000020|Henry Fonda|Le Faux Coupable|1905.0|actor,producer,soundtrack|1956.0|105.0|7.4|28041|7.397192133851048|Drama,Film-Noir|en
4877|tt0032976|nm0000059|Laurence Olivier|Rebecca|1907.0|actor,producer,director|1940.0|130.0|8.1|134445|8.099085465026244|Drama,Film-Noir,Mystery|en
4939|tt0040536|nm0649097|Max Ophüls|Lettre d'une inconnue|1902.0|director,writer,producer|1948.0|87.0|7.9|12214|7.891006575690305|Drama,Romance|en
4964|tt0034248|nm0000026|Cary Grant|Soupçons|1904.0|actor,soundtrack,producer|1941.0|99.0|7.3|37659|7.29807506838847|Film-Noir,Mystery,Thriller|en
4990|tt0025316|nm0000022|Clark Gable|New-York Miami|1901.0|actor,soundtrack,producer|1934.0|105.0|8.1|101681|8.098790962904445|Comedy,Romance|en
4991|tt0025316|nm0001008|Frank Capra|New-York Miami|1897.0|director,writer,producer|1934.0|105.0|8.1|101681|8.098790962904445|Comedy,Romance|en
5014|tt0023382|nm0000022|Clark Gable|La Belle de Saïgon|1901.0|actor,soundtrack,producer|1932.0|83.0|7.3|4276|7.283265206211075|Drama,Romance|en
5017|tt0026752|nm0000022|Clark Gable|Les Révoltés du Bounty|1901.0|actor,soundtrack,producer|1935.0|132.0|7.7|22628|7.695689380360049|Adventure,Biography,Drama|en
5018|tt0026752|nm0001452|Charles Laughton|Les Révoltés du Bounty|1899.0|actor,soundtrack,writer|1935.0|132.0|7.7|22628|7.695689380360049|Adventure,Biography,Drama|en
5139|tt0032138|nm0281808|Victor Fleming|Le Magicien d'Oz|1889.0|director,cinematographer,producer|1939.0|102.0|8.1|387621|8.09968269964649|Adventure,Family,Fantasy|en
5156|tt0032138|nm0503777|Mervyn LeRoy|Le Magicien d'Oz|1900.0|director,producer,actor|1939.0|102.0|8.1|387621|8.09968269964649|Adventure,Family,Fantasy|en
5961|tt0119488|nm0000107|Kim Basinger|L.A. Confidential|1953.0|actress,soundtrack,producer|1997.0|138.0|8.3|568628|8.299761536106162|Crime,Drama,Mystery|en
5962|tt0119488|nm0000128|Russell Crowe|L.A. Confidential|1964.0|actor,soundtrack,producer|1997.0|138.0|8.3|568628|8.299761536106162|Crime,Drama,Mystery|en
5963|tt0119488|nm0000228|Kevin Spacey|L.A. Confidential|1959.0|actor,producer,soundtrack|1997.0|138.0|8.3|568628|8.299761536106162|Crime,Drama,Mystery|en
5966|tt0119488|nm0000436|Curtis Hanson|L.A. Confidential|1945.0|director,producer,writer|1997.0|138.0|8.3|568628|8.299761536106162|Crime,Drama,Mystery|en
6682|tt0077269|nm0000059|Laurence Olivier|Ces garçons qui venaient du Brésil|1907.0|actor,producer,director|1978.0|125.0|7.0|27614|6.998059317474794|Drama,Mystery,Sci-Fi|en
6683|tt0077269|nm0000060|Gregory Peck|Ces garçons qui venaient du Brésil|1916.0|actor,producer,soundtrack|1978.0|125.0|7.0|27614|6.998059317474794|Drama,Mystery,Sci-Fi|en
6763|tt0077269|nm0769874|Franklin J. Schaffner|Ces garçons qui venaient du Brésil|1920.0|director,producer,actor|1978.0|125.0|7.0|27614|6.998059317474794|Drama,Mystery,Sci-Fi|en
6778|tt0048728|nm0000026|Cary Grant|La Main au Collet|1904.0|actor,soundtrack,producer|1955.0|106.0|7.4|71502|7.39889733430797|Mystery,Romance,Thriller|en
6779|tt0048728|nm0000038|Grace Kelly|La Main au Collet|1929.0|actress,soundtrack|1955.0|106.0|7.4|71502|7.39889733430797|Mystery,Romance,Thriller|en
6831|tt0053125|nm0000026|Cary Grant|La mort aux trousses|1904.0|actor,soundtrack,producer|1959.0|136.0|8.3|320181|8.299576534547876|Adventure,Mystery,Thriller|en
6832|tt0053125|nm0000033|Alfred Hitchcock|La mort aux trousses|1899.0|director,producer,writer|1959.0|136.0|8.3|320181|8.299576534547876|Adventure,Mystery,Thriller|en
6886|tt0056923|nm0000026|Cary Grant|Charade|1904.0|actor,soundtrack,producer|1963.0|113.0|7.9|75361|7.898536112242123|Comedy,Mystery,Romance|en
6917|tt0051739|nm0000027|Alec Guinness|The Horse's Mouth|1914.0|actor,soundtrack,writer|1958.0|97.0|7.0|3443|6.984679900099788|Comedy|en
6924|tt0050212|nm0000027|Alec Guinness|Le Pont de la rivière Kwaï|1914.0|actor,soundtrack,writer|1957.0|161.0|8.2|216176|8.199401993765|Adventure,Drama,War|en
6925|tt0050212|nm0000180|David Lean|Le Pont de la rivière Kwaï|1908.0|editor,director,writer|1957.0|161.0|8.2|216176|8.199401993765|Adventure,Drama,War|en
6976|tt0041546|nm0000027|Alec Guinness|Noblesse oblige|1914.0|actor,soundtrack,writer|1949.0|106.0|8.0|36836|7.996836980128184|Comedy,Crime|en
7025|tt0076759|nm0000027|Alec Guinness|La Guerre des étoiles|1914.0|actor,soundtrack,writer|1977.0|121.0|8.6|1314458|8.599882457358802|Action,Adventure,Fantasy|en
7026|tt0076759|nm0000148|Harrison Ford|La Guerre des étoiles|1942.0|actor,writer,producer|1977.0|121.0|8.6|1314458|8.599882457358802|Action,Adventure,Fantasy|en
7027|tt0076759|nm0000184|George Lucas|La Guerre des étoiles|1944.0|writer,producer,director|1977.0|121.0|8.6|1314458|8.599882457358802|Action,Adventure,Fantasy|en
7029|tt0076759|nm0000402|Carrie Fisher|La Guerre des étoiles|1956.0|actress,miscellaneous,soundtrack|1977.0|121.0|8.6|1314458|8.599882457358802|Action,Adventure,Fantasy|en
7395|tt0040525|nm0000080|Orson Welles|La Dame de Shanghai|1915.0|actor,director,writer|1947.0|87.0|7.5|29804|7.497146942436463|Crime,Drama,Film-Noir|en
7564|tt0046250|nm0000060|Gregory Peck|Vacances romaines|1916.0|actor,producer,soundtrack|1953.0|118.0|8.0|136088|7.999142773316023|Comedy,Romance|en
7610|tt0046250|nm0874308|Dalton Trumbo|Vacances romaines|1905.0|writer,actor,director|1953.0|118.0|8.0|136088|7.999142773316023|Comedy,Romance|en
7617|tt0046250|nm0943758|William Wyler|Vacances romaines|1902.0|director,producer,actor|1953.0|118.0|8.0|136088|7.999142773316023|Comedy,Romance|en
7632|tt0058385|nm0002030|George Cukor|My Fair Lady|1899.0|director,miscellaneous,assistant_director|1964.0|170.0|7.8|93798|7.7988907824309335|Drama,Family,Musical|en
7689|tt0063227|nm0000564|Peter O'Toole|Le lion en hiver|1932.0|actor,soundtrack,producer|1968.0|134.0|7.9|31127|7.896460010572294|Biography,Drama,History|en
7733|tt0032904|nm0000071|James Stewart|Indiscrétions|1908.0|actor,soundtrack,director|1940.0|112.0|7.9|68102|7.8983802204907185|Comedy,Romance|en
7734|tt0032904|nm0002030|George Cukor|Indiscrétions|1899.0|director,miscellaneous,assistant_director|1940.0|112.0|7.9|68102|7.8983802204907185|Comedy,Romance|en
7752|tt0070723|nm0000032|Charlton Heston|Soleil Vert|1923.0|actor,director,writer|1973.0|97.0|7.0|63467|6.999154536907757|Crime,Mystery,Sci-Fi|en
7814|tt0052618|nm0000032|Charlton Heston|Ben-Hur|1923.0|actor,director,writer|1959.0|212.0|8.1|234102|8.099474676957485|Adventure,Drama,History|en
7866|tt0052618|nm0943758|William Wyler|Ben-Hur|1902.0|director,producer,actor|1959.0|212.0|8.1|234102|8.099474676957485|Adventure,Drama,History|en
7880|tt0063442|nm0000032|Charlton Heston|La Planète des singes|1923.0|actor,director,writer|1968.0|112.0|8.0|176450|7.999338789379535|Adventure,Sci-Fi|en
7911|tt0063442|nm0769874|Franklin J. Schaffner|La Planète des singes|1920.0|director,producer,actor|1968.0|112.0|8.0|176450|7.999338789379535|Adventure,Sci-Fi|en
7928|tt0049833|nm0000032|Charlton Heston|Les Dix Commandements|1923.0|actor,director,writer|1956.0|220.0|7.9|68714|7.898394633812901|Adventure,Drama,Family|en
8421|tt0054215|nm0000033|Alfred Hitchcock|Psychose|1899.0|director,producer,writer|1960.0|109.0|8.5|649878|8.499771960423715|Horror,Mystery,Thriller|en
8425|tt0054215|nm0001463|Janet Leigh|Psychose|1927.0|actress,soundtrack,miscellaneous|1960.0|109.0|8.5|649878|8.499771960423715|Horror,Mystery,Thriller|en
8476|tt0056869|nm0000033|Alfred Hitchcock|Les Oiseaux|1899.0|director,producer,writer|1963.0|119.0|7.7|184405|7.699469760228061|Drama,Horror,Mystery|en
8514|tt0052357|nm0000033|Alfred Hitchcock|Sueurs Froides|1899.0|director,producer,writer|1958.0|128.0|8.3|392722|8.2996547417283|Mystery,Romance,Thriller|en
8515|tt0052357|nm0000071|James Stewart|Sueurs Froides|1908.0|actor,soundtrack,director|1958.0|128.0|8.3|392722|8.2996547417283|Mystery,Romance,Thriller|en
8517|tt0052357|nm0001571|Kim Novak|Sueurs Froides|1933.0|actress,costume_department,soundtrack|1958.0|128.0|8.3|392722|8.2996547417283|Mystery,Romance,Thriller|en
8581|tt0046359|nm0000034|William Holden|Stalag 17|1918.0|actor,soundtrack|1953.0|120.0|8.0|55148|7.997886068532536|Comedy,Drama,War|en
8609|tt0046359|nm0695937|Otto Preminger|Stalag 17|1905.0|director,producer,actor|1953.0|120.0|8.0|55148|7.997886068532536|Comedy,Drama,War|en
8640|tt0074958|nm0000034|William Holden|Network : Main basse sur la télévision|1918.0|actor,soundtrack|1976.0|121.0|8.1|156251|8.099213043807655|Drama|en
8642|tt0074958|nm0001159|Faye Dunaway|Network : Main basse sur la télévision|1941.0|actress,producer,director|1976.0|121.0|8.1|156251|8.099213043807655|Drama|en
8643|tt0074958|nm0002075|Peter Finch|Network : Main basse sur la télévision|1916.0|actor,soundtrack|1976.0|121.0|8.1|156251|8.099213043807655|Drama|en
8696|tt0047437|nm0000034|William Holden|Sabrina|1918.0|actor,soundtrack|1954.0|113.0|7.6|63793|7.5985668962940025|Comedy,Drama,Romance|en
8697|tt0047437|nm0000697|Billy Wilder|Sabrina|1906.0|writer,director,producer|1954.0|113.0|7.6|63793|7.5985668962940025|Comedy,Drama,Romance|en
8721|tt0043014|nm0000034|William Holden|Boulevard du crépuscule|1918.0|actor,soundtrack|1950.0|110.0|8.4|216559|8.399344885236726|Drama,Film-Noir|en
8723|tt0043014|nm0000697|Billy Wilder|Boulevard du crépuscule|1906.0|writer,director,producer|1950.0|110.0|8.4|216559|8.399344885236726|Drama,Film-Noir|en
8725|tt0043014|nm0002233|Erich von Stroheim|Boulevard du crépuscule|1885.0|actor,writer,director|1950.0|110.0|8.4|216559|8.399344885236726|Drama,Film-Noir|en
8753|tt0043014|nm0841797|Gloria Swanson|Boulevard du crépuscule|1899.0|actress,soundtrack,producer|1950.0|110.0|8.4|216559|8.399344885236726|Drama,Film-Noir|en
8761|tt0120746|nm0000104|Antonio Banderas|Le Masque de Zorro|1960.0|actor,soundtrack,writer|1998.0|136.0|6.8|180637|6.799772483285833|Action,Adventure,Comedy|en
8762|tt0120746|nm0001876|Catherine Zeta-Jones|Le Masque de Zorro|1969.0|actress,soundtrack|1998.0|136.0|6.8|180637|6.799772483285833|Action,Adventure,Comedy|en
