|tconst|nconst|name|french_title|byear|job|startyear|runtimeminutes|averagerating|numvotes|wr_score|genres|original_lang
297781|tt0084707|nm0000658|Meryl Streep|Le choix de Sophie|1949.0|actress,soundtrack,producer|1982.0|150.0|7.5|47259|7.498199309618145|Drama,Romance|en
297785|tt0084707|nm0001587|Alan J. Pakula|Le choix de Sophie|1928.0|producer,director,writer|1982.0|150.0|7.5|47259|7.498199309618145|Drama,Romance|en
298078|tt1951265|nm0006969|Elizabeth Banks|Hunger Games : La Révolte, 1ère Partie|1974.0|actress,producer,director|2014.0|123.0|6.6|442988|6.599935645624883|Action,Adventure,Sci-Fi|en
299478|tt0414387|nm0461136|Keira Knightley|Orgueil & Préjugés|1985.0|actress,soundtrack,producer|2005.0|129.0|7.8|285593|7.799635532702795|Drama,Romance|en
299495|tt0414387|nm0683253|Rosamund Pike|Orgueil & Préjugés|1979.0|actress,producer,soundtrack|2005.0|129.0|7.8|285593|7.799635532702795|Drama,Romance|en
300815|tt0183649|nm0001708|Joel Schumacher|Phone Game|1939.0|director,writer,producer|2002.0|81.0|7.1|264210|7.0997729156204|Crime,Thriller|en
300843|tt0183649|nm0268199|Colin Farrell|Phone Game|1976.0|actor,producer,soundtrack|2002.0|81.0|7.1|264210|7.0997729156204|Crime,Thriller|en
301668|tt0451279|nm0811583|Zack Snyder|Wonder Woman|1966.0|director,producer,writer|2017.0|141.0|7.4|632913|7.399875331339182|Action,Adventure,Fantasy|en
303664|tt0114388|nm0000701|Kate Winslet|Raison et Sentiments|1975.0|actress,soundtrack|1995.0|136.0|7.7|113019|7.6991350323636825|Drama,Romance|en
303938|tt0107943|nm0412465|James Ivory|Les Vestiges du jour|1928.0|director,writer,producer|1993.0|134.0|7.8|72502|7.798565255009299|Drama,Romance|en
304446|tt0285742|nm0000932|Halle Berry|À L'Ombre De La Haine|1966.0|actress,producer,executive|2001.0|111.0|7.1|88343|7.099321174238738|Drama,Romance|en
305366|tt0293564|nm0040939|Yvan Attal|Rush Hour 3|1965.0|actor,writer,director|2007.0|91.0|6.2|164057|6.199979817997501|Action,Comedy,Crime|en
305661|tt1045658|nm0005466|Julia Stiles|Happiness Therapy|1981.0|actress,producer,director|2012.0|122.0|7.7|696101|7.699859498235689|Comedy,Drama,Romance|en
305672|tt1045658|nm0177896|Bradley Cooper|Happiness Therapy|1975.0|actor,producer,soundtrack|2012.0|122.0|7.7|696101|7.699859498235689|Comedy,Drama,Romance|en
305737|tt1045658|nm2225369|Jennifer Lawrence|Happiness Therapy|1990.0|actress,soundtrack,producer|2012.0|122.0|7.7|696101|7.699859498235689|Comedy,Drama,Romance|en
308648|tt0452594|nm0000681|Vince Vaughn|La Rupture|1970.0|producer,actor,writer|2006.0|106.0|5.8|131153|5.800166806866158|Comedy,Drama,Romance|en
308788|tt1078940|nm0000681|Vince Vaughn|Thérapie de couples|1970.0|producer,actor,writer|2009.0|113.0|5.5|107222|5.500380181104068|Comedy|en
308867|tt5657856|nm0000681|Vince Vaughn|Section 99|1970.0|producer,actor,writer|2017.0|132.0|7.1|64860|7.099075639291928|Action,Crime,Drama|en
309039|tt3716530|nm0000682|Paul Verhoeven|Elle|1938.0|director,producer,writer|2016.0|130.0|7.1|65721|7.099087737591965|Crime,Drama,Thriller|fr
309040|tt3716530|nm0001376|Isabelle Huppert|Elle|1953.0|actress,soundtrack,music_department|2016.0|130.0|7.1|65721|7.099087737591965|Crime,Drama,Thriller|fr
309064|tt3716530|nm0480850|Laurent Lafitte|Elle|1973.0|actor,writer,director|2016.0|130.0|7.1|65721|7.099087737591965|Crime,Drama,Thriller|fr
309112|tt3716530|nm1812637|Virginie Efira|Elle|1977.0|actress,writer,producer|2016.0|130.0|7.1|65721|7.099087737591965|Crime,Drama,Thriller|fr
309218|tt0389557|nm0000682|Paul Verhoeven|Black book|1938.0|director,producer,writer|2006.0|145.0|7.7|76142|7.698716458628041|Drama,Thriller,War|nl
310412|tt0118615|nm0000685|Jon Voight|Anaconda|1938.0|actor,producer,writer|1997.0|89.0|4.8|103083|4.800822986153121|Action,Adventure,Horror|en
310582|tt0418279|nm0000685|Jon Voight|Transformers|1938.0|actor,producer,writer|2007.0|144.0|7.1|624754|7.099903952244817|Action,Adventure,Sci-Fi|en
310583|tt0418279|nm0000881|Michael Bay|Transformers|1965.0|producer,director,actor|2007.0|144.0|7.1|624754|7.099903952244817|Action,Adventure,Sci-Fi|en
311182|tt0418279|nm1083271|Megan Fox|Transformers|1986.0|actress,producer,writer|2007.0|144.0|7.1|624754|7.099903952244817|Action,Adventure,Sci-Fi|en
311841|tt0264464|nm0000686|Christopher Walken|Arrête-moi si tu peux|1943.0|actor,soundtrack,producer|2002.0|141.0|8.1|931098|8.099867893661516|Biography,Crime,Drama|en
312168|tt0104257|nm0815070|Aaron Sorkin|Des hommes d'honneur|1961.0|writer,producer,actor|1992.0|138.0|7.7|254816|7.699616240371901|Drama,Thriller|en
313319|tt0101458|nm0000694|Wim Wenders|Jusqu'au bout du monde|1945.0|director,producer,writer|1991.0|158.0|6.8|10108|6.795957893004607|Action,Drama,Sci-Fi|de
313405|tt0107209|nm0000694|Wim Wenders|Si loin, si proche|1945.0|director,producer,writer|1993.0|144.0|7.2|8220|7.191994172371104|Drama,Fantasy,Romance|de
313466|tt0093191|nm0000694|Wim Wenders|Les Ailes du désir|1945.0|director,producer,writer|1987.0|128.0|8.0|69699|7.998326993631918|Drama,Fantasy,Romance|de
315001|tt1084950|nm0001129|Jonathan Demme|Rachel se marie|1944.0|director,producer,writer|2008.0|113.0|6.7|48972|6.699290052610378|Drama,Romance|en
315002|tt1084950|nm0004266|Anne Hathaway|Rachel se marie|1982.0|actress,soundtrack,producer|2008.0|113.0|6.7|48972|6.699290052610378|Drama,Romance|en
315122|tt0959337|nm0000701|Kate Winslet|Les Noces rebelles|1975.0|actress,soundtrack|2008.0|119.0|7.3|209683|7.299653808557731|Drama,Romance|en
315124|tt0959337|nm0005222|Sam Mendes|Les Noces rebelles|1965.0|producer,director,miscellaneous|2008.0|119.0|7.3|209683|7.299653808557731|Drama,Romance|en
315326|tt0250494|nm0000702|Reese Witherspoon|La Revanche d'une blonde|1976.0|actress,producer,soundtrack|2001.0|96.0|6.4|209127|6.399923933886658|Comedy,Romance|en
315432|tt0358273|nm0000702|Reese Witherspoon|Walk the Line|1976.0|actress,producer,soundtrack|2005.0|136.0|7.8|246535|7.79957780569895|Biography,Drama,Music|en
315433|tt0358273|nm0001618|Joaquin Phoenix|Walk the Line|1974.0|actor,producer,soundtrack|2005.0|136.0|7.8|246535|7.79957780569895|Biography,Drama,Music|en
315434|tt0358273|nm0003506|James Mangold|Walk the Line|1963.0|producer,director,writer|2005.0|136.0|7.8|246535|7.79957780569895|Biography,Drama,Music|en
315861|tt0369610|nm1082477|Omar Sy|Jurassic World|1978.0|actor,writer,producer|2015.0|124.0|7.0|617056|6.999912962864132|Action,Adventure,Sci-Fi|en
317193|tt0442933|nm0000705|Robin Wright|La Légende de Beowulf|1966.0|actress,producer,director|2007.0|115.0|6.3|166883|6.299942422877756|Action,Adventure,Animation|en
317435|tt0217869|nm0000705|Robin Wright|Incassable|1966.0|actress,producer,director|2000.0|106.0|7.3|408956|7.299822472133934|Drama,Mystery,Sci-Fi|en
318426|tt1856101|nm0331516|Ryan Gosling|Blade Runner 2049|1980.0|actor,soundtrack,producer|2017.0|164.0|8.0|533643|7.99978131729782|Action,Drama,Mystery|en
318507|tt1856101|nm0898288|Denis Villeneuve|Blade Runner 2049|1967.0|director,writer,editor|2017.0|164.0|8.0|533643|7.99978131729782|Action,Drama,Mystery|en
324056|tt2042568|nm0001053|Ethan Coen|Inside Llewyn Davis|1957.0|producer,writer,director|2013.0|104.0|7.4|150840|7.399477066259451|Comedy,Drama,Music|en
324057|tt2042568|nm0001054|Joel Coen|Inside Llewyn Davis|1954.0|producer,writer,director|2013.0|104.0|7.4|150840|7.399477066259451|Comedy,Drama,Music|en
324099|tt2042568|nm1209966|Oscar Isaac|Inside Llewyn Davis|1979.0|actor,soundtrack,producer|2013.0|104.0|7.4|150840|7.399477066259451|Comedy,Drama,Music|en
324263|tt0088286|nm0958387|Jerry Zucker|Top secret !|1950.0|producer,writer,director|1984.0|90.0|7.2|65190|7.198983766719536|Comedy,Crime,Music|en
325555|tt4034228|nm0931329|Michelle Williams|Manchester by the Sea|1980.0|actress,producer,soundtrack|2016.0|137.0|7.8|271842|7.799617100567294|Drama|en
325795|tt0443680|nm0231596|Andrew Dominik|L'Assassinat de Jesse James par le lâche Robert Ford|1967.0|director,writer,camera_department|2007.0|160.0|7.5|177985|7.499521408439016|Biography,Crime,Drama|en
326589|tt0061138|nm0500988|Claude Lelouch|Un homme et une femme|1937.0|writer,director,producer|1966.0|102.0|7.5|10551|7.491971709982086|Drama,Romance|fr
326605|tt0055093|nm0218840|Jacques Demy|Lola|1931.0|soundtrack,director,writer|1961.0|90.0|7.5|6471|7.486958636325353|Drama,Romance|fr
326643|tt0071771|nm0000736|Robert Aldrich|Plein la gueule|1918.0|director,assistant_director,producer|1974.0|121.0|7.1|18590|7.096782701428717|Comedy,Crime,Drama|en
327058|tt0070030|nm0000736|Robert Aldrich|L'Empereur du Nord|1918.0|director,assistant_director,producer|1973.0|118.0|7.2|6230|7.1894625345224625|Action,Adventure,Drama|en
327087|tt0061578|nm0000736|Robert Aldrich|Les Douze Salopards|1918.0|director,assistant_director,producer|1967.0|150.0|7.7|71669|7.698636420701359|Action,Adventure,War|en
330133|tt0137494|nm0001876|Catherine Zeta-Jones|Haute voltige|1969.0|actress,soundtrack|1999.0|113.0|6.3|114230|6.299915897996813|Action,Crime,Romance|en
331658|tt0272338|nm0000759|Paul Thomas Anderson|Punch-Drunk Love|1970.0|director,writer,producer|2002.0|95.0|7.3|160932|7.299548978103356|Comedy,Drama,Romance|en
331905|tt11271038|nm0000759|Paul Thomas Anderson|Licorice Pizza|1970.0|director,writer,producer|2021.0|133.0|7.4|70237|7.3988774925995715|Comedy,Drama,Romance|en
332296|tt0050976|nm0000761|Bibi Andersson|Le Septième Sceau|1935.0|actress,soundtrack|1957.0|96.0|8.1|180869|8.099320118772521|Drama,Fantasy,History|sv
332297|tt0050976|nm0001884|Max von Sydow|Le Septième Sceau|1929.0|actor,miscellaneous,soundtrack|1957.0|96.0|8.1|180869|8.099320118772521|Drama,Fantasy,History|sv
332333|tt0837106|nm0000761|Bibi Andersson|Arn, chevalier du Temple|1935.0|actress,soundtrack|2007.0|139.0|6.6|22087|6.5987127643227925|Action,Drama,Romance|sv
332709|tt0036868|nm0943758|William Wyler|Les Plus Belles Années de notre vie|1902.0|director,producer,actor|1946.0|170.0|8.1|62667|8.098039020082096|Drama,Romance,War|en
332995|tt0090563|nm0000767|Jean-Hugues Anglade|37°2 le matin|1955.0|actor,director,writer|1986.0|185.0|7.3|21094|7.296567931642002|Drama,Romance|fr
333101|tt0364045|nm0000767|Jean-Hugues Anglade|Taking Lives, destins violés|1955.0|actor,director,writer|2004.0|103.0|6.2|88680|6.1999626757011805|Crime,Mystery,Thriller|en
333190|tt0110963|nm0000767|Jean-Hugues Anglade|La Reine Margot|1955.0|actor,director,writer|1994.0|159.0|7.4|17423|7.3954871171079635|Biography,Drama,History|fr
334655|tt4651520|nm0005109|Mila Kunis|Bad Moms|1983.0|actress,soundtrack,producer|2016.0|100.0|6.2|122576|6.199972991705329|Comedy|en
334950|tt1734493|nm0000776|Michael Apted|Conspiracy|1941.0|director,producer,miscellaneous|2017.0|98.0|6.3|34231|6.299719709854489|Action,Thriller|en
335105|tt0157583|nm0000776|Michael Apted|Enigma|1941.0|director,producer,miscellaneous|2001.0|119.0|6.4|20959|6.399243065823892|Drama,Mystery,Romance|en
336568|tt0295701|nm0004874|Vin Diesel|xXx|1967.0|producer,actor,director|2002.0|124.0|5.8|178514|5.800122567462494|Action,Adventure,Thriller|en
337217|tt0073582|nm0000783|Dario Argento|Les Frissons de l'angoisse|1940.0|writer,director,producer|1975.0|127.0|7.5|36941|7.497697214618686|Horror,Mystery,Thriller|it
337284|tt0087909|nm0000783|Dario Argento|Phenomena|1940.0|writer,director,producer|1985.0|116.0|6.7|25953|6.69866188998116|Crime,Horror,Mystery|en
337378|tt0093677|nm0000783|Dario Argento|Terreur à l'opéra|1940.0|writer,director,producer|1987.0|107.0|6.9|16864|6.897199015168066|Crime,Horror,Mystery|it
337444|tt0065143|nm0000783|Dario Argento|L'oiseau au plumage de cristal|1940.0|writer,director,producer|1970.0|96.0|7.1|20567|7.097091019377113|Horror,Mystery,Thriller|it
338894|tt0030993|nm0001008|Frank Capra|Vous ne l'emporterez pas avec vous|1897.0|director,writer,producer|1938.0|126.0|7.8|25384|7.795908662307928|Comedy,Drama,Romance|en
339024|tt0061811|nm0000797|Hal Ashby|Dans la chaleur de la nuit|1929.0|director,editorial_department,actor|1967.0|110.0|8.0|74725|7.998439425171817|Drama,Mystery,Thriller|en
339025|tt0061811|nm0001627|Sidney Poitier|Dans la chaleur de la nuit|1927.0|actor,director,soundtrack|1967.0|110.0|8.0|74725|7.998439425171817|Drama,Mystery,Thriller|en
339045|tt0061811|nm0422484|Norman Jewison|Dans la chaleur de la nuit|1926.0|producer,director,actor|1967.0|110.0|8.0|74725|7.998439425171817|Drama,Mystery,Thriller|en
339069|tt0067185|nm0000797|Hal Ashby|Harold et Maude|1929.0|director,editorial_department,actor|1971.0|91.0|7.9|76324|7.898554567266026|Comedy,Drama,Romance|en
339121|tt0077362|nm0000797|Hal Ashby|Le retour|1929.0|director,editorial_department,actor|1978.0|127.0|7.4|13421|7.394147710601444|Drama,Romance,War|en
339272|tt0111756|nm0001410|Lawrence Kasdan|Wyatt Earp|1949.0|writer,producer,director|1994.0|191.0|6.7|50049|6.699305310699032|Adventure,Biography,Drama|en
339941|tt0061619|nm0001328|Howard Hawks|El Dorado|1896.0|director,producer,writer|1966.0|126.0|7.6|26611|7.596569233326455|Drama,Romance,Western|en
340969|tt0216689|nm0000801|Olivier Assayas|Les destinées sentimentales|1955.0|writer,director,assistant_director|2000.0|180.0|6.6|1247|6.5782349082059985|Drama,Romance|fr
341017|tt4714782|nm0000801|Olivier Assayas|Personal shopper|1955.0|writer,director,assistant_director|2016.0|105.0|6.1|39466|6.100075583236355|Mystery,Thriller|en
342506|tt0243493|nm0000809|Daniel Auteuil|Le Placard|1950.0|actor,director,writer|2001.0|84.0|7.0|17405|6.996925104748676|Comedy|fr
342581|tt1473063|nm0000809|Daniel Auteuil|La Fille du puisatier|1950.0|actor,director,writer|2011.0|109.0|7.0|3942|6.9865886965667565|Drama,Romance|fr
342604|tt0091288|nm0000809|Daniel Auteuil|Jean de Florette|1950.0|actor,director,writer|1986.0|120.0|8.1|25498|8.095187501652903|Comedy,Drama,Western|fr
342605|tt0091288|nm0001945|Claude Berri|Jean de Florette|1934.0|producer,actor,writer|1986.0|120.0|8.1|25498|8.095187501652903|Comedy,Drama,Western|fr
342664|tt0091288|nm0656528|Marcel Pagnol|Jean de Florette|1895.0|writer,producer,director|1986.0|120.0|8.1|25498|8.095187501652903|Comedy,Drama,Western|fr
342707|tt0387898|nm0000809|Daniel Auteuil|Caché|1950.0|actor,director,writer|2005.0|117.0|7.3|78817|7.299079459048553|Drama,Mystery,Thriller|fr
342740|tt0387898|nm0320760|Annie Girardot|Caché|1931.0|actress,soundtrack,producer|2005.0|117.0|7.3|78817|7.299079459048553|Drama,Mystery,Thriller|fr
342742|tt0387898|nm0359734|Michael Haneke|Caché|1942.0|director,writer,actor|2005.0|117.0|7.3|78817|7.299079459048553|Drama,Mystery,Thriller|fr
342755|tt0387898|nm0563740|Aïssa Maïga|Caché|1975.0|actress,director,producer|2005.0|117.0|7.3|78817|7.299079459048553|Drama,Mystery,Thriller|fr
342969|tt0097647|nm0000814|John G. Avildsen|Karaté Kid 3|1935.0|director,editor,cinematographer|1989.0|112.0|5.3|61447|5.300867952036252|Action,Drama,Family|en
343059|tt0100507|nm0000814|John G. Avildsen|Rocky V|1935.0|director,editor,cinematographer|1990.0|104.0|5.3|134915|5.3003955291214115|Drama,Sport|en
343811|tt0020629|nm0587277|Lewis Milestone|À l'Ouest, rien de nouveau|1895.0|director,writer,producer|1930.0|152.0|8.1|60617|8.097972770760544|Drama,War|en
344707|tt0113972|nm0000824|John Badham|Meurtre en suspens|1939.0|director,producer,actor|1995.0|90.0|6.3|41657|6.299769600425452|Action,Crime,Drama|en
345174|tt0381061|nm0185819|Daniel Craig|Casino Royale|1968.0|actor,producer,soundtrack|2006.0|144.0|8.0|641338|7.999818035409595|Action,Adventure,Thriller|en
345429|tt0381061|nm1200692|Eva Green|Casino Royale|1980.0|actress|2006.0|144.0|8.0|641338|7.999818035409595|Action,Adventure,Thriller|en
345763|tt1074638|nm0000849|Javier Bardem|Skyfall|1969.0|actor,producer,soundtrack|2012.0|143.0|7.8|682250|7.799847412741293|Action,Adventure,Thriller|en
345768|tt1074638|nm0005222|Sam Mendes|Skyfall|1965.0|producer,director,miscellaneous|2012.0|143.0|7.8|682250|7.799847412741293|Action,Adventure,Thriller|en
345808|tt1074638|nm0185819|Daniel Craig|Skyfall|1968.0|actor,producer,soundtrack|2012.0|143.0|7.8|682250|7.799847412741293|Action,Adventure,Thriller|en
346486|tt0078346|nm0001149|Richard Donner|Superman|1930.0|director,producer,actor|1978.0|143.0|7.4|171231|7.399539316787219|Action,Adventure,Sci-Fi|en
347959|tt0093209|nm0000958|John Boorman|Hope and Glory : La guerre à sept ans|1933.0|producer,director,writer|1987.0|113.0|7.3|13414|7.294612133987524|Comedy,Drama,Romance|en
348482|tt1164999|nm0000849|Javier Bardem|Biutiful|1969.0|actor,producer,soundtrack|2010.0|148.0|7.4|89817|7.399122026365709|Drama,Romance|es
348495|tt1164999|nm0327944|Alejandro G. Iñárritu|Biutiful|1963.0|producer,director,writer|2010.0|148.0|7.4|89817|7.399122026365709|Drama,Romance|es
348864|tt0369702|nm0000849|Javier Bardem|Mar adentro|1969.0|actor,producer,soundtrack|2004.0|126.0|8.0|80996|7.998560156549549|Biography,Drama|es
348866|tt0369702|nm0024622|Alejandro Amenábar|Mar adentro|1972.0|writer,director,composer|2004.0|126.0|8.0|80996|7.998560156549549|Biography,Drama|es
349181|tt0178721|nm0000852|Jean-Marc Barr|Lovers|1960.0|actor,producer,director|1999.0|100.0|6.2|709|6.195709494494636|Drama|fr
349193|tt1692227|nm0000852|Jean-Marc Barr|American Translation|1960.0|actor,producer,director|2011.0|109.0|5.3|826|5.360053689257434|Drama|fr
349210|tt1462411|nm0000852|Jean-Marc Barr|Big Sur|1960.0|actor,producer,director|2013.0|81.0|5.7|1957|5.713954321658346|Drama,Romance|en
349874|tt0038650|nm0001008|Frank Capra|La vie est belle|1897.0|director,writer,producer|1946.0|130.0|8.7|442650|8.699636757289145|Drama,Family,Fantasy|en
352819|tt0085549|nm0001490|Adrian Lyne|Flashdance|1941.0|director,writer,producer|1983.0|95.0|6.2|52121|6.199936527091635|Drama,Music,Romance|en
352908|tt0117381|nm0001570|Edward Norton|Peur primale|1969.0|actor,producer,writer|1996.0|129.0|7.7|207227|7.699528138017993|Crime,Drama,Mystery|en
353818|tt2109248|nm0000881|Michael Bay|Transformers : L’Âge de l’extinction|1965.0|producer,director,actor|2014.0|165.0|5.6|309552|5.600111389079179|Action,Adventure,Sci-Fi|en
354797|tt1055369|nm0000881|Michael Bay|Transformers 2 : La Revanche|1965.0|producer,director,actor|2009.0|149.0|6.0|401581|6.00002312428357|Action,Adventure,Sci-Fi|en
355206|tt1650048|nm0693799|Melvil Poupaud|Laurence Anyways|1973.0|actor,director,writer|2012.0|168.0|7.6|20227|7.5954897846106375|Drama,Romance|fr
355849|tt0061418|nm0001159|Faye Dunaway|Bonnie & Clyde|1941.0|actress,producer,director|1967.0|111.0|7.8|110630|7.79905945027915|Action,Biography,Crime|en
356591|tt0408306|nm0023832|Mathieu Amalric|Munich|1965.0|actor,director,writer|2005.0|164.0|7.5|223890|7.499619508243916|Action,Drama,History|en
356595|tt0408306|nm0040939|Yvan Attal|Munich|1965.0|actor,writer,director|2005.0|164.0|7.5|223890|7.499619508243916|Action,Drama,History|en
357096|tt0040724|nm0001328|Howard Hawks|La Rivière rouge|1896.0|director,producer,writer|1948.0|133.0|7.8|30728|7.796618743455875|Drama,Western|en
358910|tt0213847|nm0000899|Monica Bellucci|Malèna|1964.0|actress,soundtrack|2000.0|108.0|7.5|99812|7.499146810811012|Drama,Romance,War|it
359105|tt0465602|nm0000899|Monica Bellucci|Shoot 'Em Up : Que la partie commence|1964.0|actress,soundtrack|2007.0|86.0|6.7|149303|6.699766933102246|Action,Comedy,Thriller|en
359485|tt0095386|nm0000901|Jean-Paul Belmondo|Itinéraire d'un enfant gâté|1933.0|actor,producer,stunts|1988.0|125.0|6.9|2378|6.880576702068767|Adventure,Comedy,Drama|fr
361171|tt5580390|nm1020089|Sally Hawkins|La Forme de l'eau|1976.0|actress,writer,producer|2017.0|123.0|7.3|406923|7.299821585336473|Drama,Fantasy,Romance|en
361366|tt0035446|nm0523932|Ernst Lubitsch|Jeux dangereux|1892.0|director,actor,writer|1942.0|99.0|8.2|35666|8.196380747565|Comedy,Romance,War|en
361875|tt1091191|nm0000916|Peter Berg|Du Sang et des Larmes|1964.0|producer,actor,writer|2013.0|121.0|7.5|281585|7.499697451179309|Action,Biography,Drama|en
363037|tt0086960|nm0000976|Martin Brest|Le Flic de Beverly Hills|1951.0|director,actor,producer|1984.0|105.0|7.4|179106|7.399559565157755|Action,Comedy,Crime|en
363987|tt0327554|nm0000932|Halle Berry|Catwoman|1966.0|actress,producer,executive|2004.0|104.0|3.4|117696|3.401469847143317|Action,Crime,Fantasy|en
364056|tt0327554|nm0933727|Lambert Wilson|Catwoman|1958.0|actor,soundtrack,director|2004.0|104.0|3.4|117696|3.401469847143317|Action,Crime,Fantasy|en
364202|tt0348836|nm0000932|Halle Berry|Gothika|1966.0|actress,producer,executive|2003.0|98.0|5.8|111800|5.800195665499315|Horror,Mystery,Thriller|en
364386|tt0093389|nm0000934|Bernardo Bertolucci|Le Dernier Empereur|1941.0|writer,director,producer|1987.0|163.0|7.7|101193|7.699034010130263|Biography,Drama,History|en
364565|tt0117737|nm0000934|Bernardo Bertolucci|Beauté volée|1941.0|writer,director,producer|1996.0|118.0|6.5|27900|6.4992056549636965|Drama,Mystery,Romance|en
364695|tt0065571|nm0000934|Bernardo Bertolucci|Le Conformiste|1941.0|writer,director,producer|1970.0|113.0|7.9|29751|7.896296630098272|Drama|it
365191|tt0093605|nm0000941|Kathryn Bigelow|Aux frontières de l'aube|1951.0|director,producer,actress|1987.0|94.0|6.9|38181|6.898760269055273|Horror|en
365265|tt0887912|nm0000941|Kathryn Bigelow|Démineurs|1951.0|director,producer,actress|2008.0|131.0|7.6|443125|7.59979351365504|Drama,Thriller,War|en
365266|tt0887912|nm0001556|David Morse|Démineurs|1953.0|actor,director,producer|2008.0|131.0|7.6|443125|7.59979351365504|Drama,Thriller,War|en
365306|tt0887912|nm0719637|Jeremy Renner|Démineurs|1971.0|actor,producer,soundtrack|2008.0|131.0|7.6|443125|7.59979351365504|Drama,Thriller,War|en
365514|tt0051525|nm0001627|Sidney Poitier|La Chaîne|1927.0|actor,director,soundtrack|1958.0|96.0|7.6|15420|7.594089500080725|Crime,Drama|en
365515|tt0051525|nm0006452|Stanley Kramer|La Chaîne|1913.0|producer,director,miscellaneous|1958.0|96.0|7.6|15420|7.594089500080725|Crime,Drama|en
366318|tt0093773|nm0001532|John McTiernan|Predator|1951.0|director,producer,writer|1987.0|107.0|7.8|397995|7.799738449496681|Action,Adventure,Horror|en
366563|tt0338751|nm0000949|Cate Blanchett|Aviator|1969.0|actress,producer,writer|2004.0|170.0|7.5|354167|7.499759443665838|Biography,Drama|en
366784|tt2402927|nm0000949|Cate Blanchett|Carol|1969.0|actress,producer,writer|2015.0|118.0|7.2|126216|7.19947487491784|Drama,Romance|en
366915|tt2402927|nm1913734|Rooney Mara|Carol|1985.0|actress,soundtrack,costume_designer|2015.0|118.0|7.2|126216|7.19947487491784|Drama,Romance|en
367093|tt2334873|nm0000949|Cate Blanchett|Blue Jasmine|1969.0|actress,producer,writer|2013.0|98.0|7.3|200304|7.299637603646058|Comedy,Drama|en
367151|tt2334873|nm1020089|Sally Hawkins|Blue Jasmine|1976.0|actress,writer,producer|2013.0|98.0|7.3|200304|7.299637603646058|Comedy,Drama|en
367949|tt0067328|nm0000995|Ellen Burstyn|La Dernière Séance|1932.0|actress,producer,soundtrack|1971.0|118.0|8.0|47225|7.997531883982191|Drama,Romance|en
368524|tt1389096|nm0935395|Katheryn Winnick|Les Derniers Affranchis|1977.0|actress,director,soundtrack|2012.0|95.0|6.5|55184|6.499597946128294|Comedy,Crime,Thriller|en
369767|tt0120706|nm0000958|John Boorman|Le Général|1933.0|producer,director,writer|1998.0|124.0|7.2|8685|7.192419722193628|Biography,Crime,Drama|en
369846|tt0082348|nm0000958|John Boorman|Excalibur|1933.0|producer,director,writer|1981.0|140.0|7.3|60979|7.2988104539456415|Adventure,Drama,Fantasy|en
370543|tt0363589|nm0001814|Gus Van Sant|Elephant|1952.0|director,producer,writer|2003.0|81.0|7.1|90260|7.0993355815213155|Crime,Drama,Thriller|en
370679|tt0067277|nm0874308|Dalton Trumbo|Johnny s'en va-t-en guerre|1905.0|writer,actor,director|1971.0|111.0|7.8|16690|7.793785455127431|Drama,War|en
370709|tt0398664|nm0000962|Carole Bouquet|Nordeste|1957.0|actress,director|2005.0|104.0|6.6|402|6.538683289784641|Drama|es
370725|tt0281364|nm0000962|Carole Bouquet|Wasabi|1957.0|actress,director|2001.0|94.0|6.6|39741|6.599283683291875|Action,Comedy,Crime|fr
370976|tt1542344|nm0000965|Danny Boyle|127 heures|1956.0|director,producer,writer|2010.0|94.0|7.6|369607|7.5997524487509125|Biography,Drama|en
371186|tt0289043|nm0000965|Danny Boyle|28 jours plus tard|1956.0|director,producer,writer|2002.0|113.0|7.5|402521|7.49978833666949|Drama,Horror,Sci-Fi|en
371394|tt1010048|nm0000965|Danny Boyle|Slumdog Millionaire|1956.0|director,producer,writer|2008.0|120.0|8.0|831060|7.999859572806613|Drama,Romance|en
371532|tt1010048|nm2951768|Freida Pinto|Slumdog Millionaire|1984.0|actress,producer,soundtrack|2008.0|120.0|8.0|831060|7.999859572806613|Drama,Romance|en
371666|tt0111149|nm0000965|Danny Boyle|Petits meurtres entre amis|1956.0|director,producer,writer|1994.0|89.0|7.3|60412|7.298799301029348|Crime,Thriller|en
372147|tt0112740|nm0003011|Dariusz Wolski|USS Alabama|1956.0|cinematographer,camera_department,assistant_director|1995.0|116.0|7.3|110588|7.299343772128132|Action,Drama,Thriller|en
373070|tt0053221|nm0001328|Howard Hawks|Rio Bravo|1896.0|director,producer,writer|1959.0|141.0|8.0|61168|7.99809390226764|Western|en
373103|tt0049902|nm0000975|Robert Bresson|Un condamné à mort s'est échappé|1901.0|writer,director,editor|1956.0|101.0|8.3|21431|8.293690691809337|Drama,Thriller,War|fr
373135|tt0060138|nm0000975|Robert Bresson|Au hasard Balthazar|1901.0|writer,director,editor|1966.0|95.0|7.8|19808|7.794760592307878|Drama|fr
373168|tt0061996|nm0000975|Robert Bresson|Mouchette|1901.0|writer,director,editor|1967.0|81.0|7.7|11465|7.691515243732639|Drama|fr
373191|tt0042619|nm0000975|Robert Bresson|Journal d'un curé de campagne|1901.0|writer,director,editor|1951.0|115.0|7.8|11155|7.790719177192892|Drama|fr
373214|tt0119643|nm0000976|Martin Brest|Rencontre avec Joe Black|1951.0|director,actor,producer|1998.0|178.0|7.2|232824|7.199715259888916|Drama,Fantasy,Romance|en
